full_text,clean_text,normalisasi_text,tokenize,stopword_removal,steming_data,label
@Jateng_Twit @pertamina Kukira cuma dagelan Kita yg lulusan SMA IPA Mondar mandir di Lab. Kimia Yg nmnya Etanol dicampur Bensin Oktan Normal ( Sedia kala) yaaa kudu Laporan ke Pabrik Kendaraan Ngasihhh Kerjaan lagi buat nemuin Teknologi pengolah ET Yo goro2 ET Gegara ET Gagal piala Dunia ,jatengtwit pertamina kukira cuma dagelan kita lulusan mondar mandir kimia nmnya etanol dicampur bensin oktan normal sedia kala yaaa kudu laporan pabrik kendaraan ngasihhh kerjaan lagi buat nemuin teknologi pengolah goro gegara gagal piala dunia,jatengtwit pertamina kukira cuma dagelan kita lulusan mondar mandir kimia namanya etanol dicampur bensin oktan normal sedia kala ya kudu laporan pabrik kendaraan ngasihhh pekerjaan lagi buat menemukan teknologi pengolah goro gegara gagal piala dunia,"['jatengtwit', 'pertamina', 'kukira', 'cuma', 'dagelan', 'kita', 'lulusan', 'mondar', 'mandir', 'kimia', 'namanya', 'etanol', 'dicampur', 'bensin', 'oktan', 'normal', 'sedia', 'kala', 'ya', 'kudu', 'laporan', 'pabrik', 'kendaraan', 'ngasihhh', 'pekerjaan', 'lagi', 'buat', 'menemukan', 'teknologi', 'pengolah', 'goro', 'gegara', 'gagal', 'piala', 'dunia']","['jatengtwit', 'pertamina', 'kukira', 'dagelan', 'lulusan', 'mondar', 'mandir', 'kimia', 'namanya', 'etanol', 'dicampur', 'bensin', 'oktan', 'normal', 'sedia', 'ya', 'kudu', 'laporan', 'pabrik', 'kendaraan', 'ngasihhh', 'pekerjaan', 'menemukan', 'teknologi', 'pengolah', 'goro', 'gegara', 'gagal', 'piala', 'dunia']",jatengtwit pertamina kira dagel lulus mondar mandir kimia nama etanol campur bensin oktan normal sedia ya kudu lapor pabrik kendara ngasihhh kerja temu teknologi olah goro gegara gagal piala dunia,
Tolong pak @PurbayaYudhi @mohmahfudmd @prabowo @sudjiwotedjo @luhut_binsar @basuki_btp @ganjarpranowo Untuk pertamina jangan lakukan hal konyol melakukan oplos pertalite dengan etanol akibatnya kendaraan rakyat jadi korban banyak mobil motor rusak karena oplosan pertalite tsb.,tolong purbayayudhi mohmahfudmd prabowo sudjiwotedjo luhutbinsar basukibtp ganjarpranowo untuk pertamina jangan lakukan konyol melakukan oplos pertalite dengan etanol akibatnya kendaraan rakyat jadi korban banyak mobil motor rusak karena oplosan pertalite,tolong purbayayudhi mohmahfudmd prabowo sudjiwotedjo luhutbinsar basukibtp ganjarpranowo untuk pertamina jangan lakukan konyol melakukan oplos pertalite dengan etanol akibatnya kendaraan rakyat jadi korban banyak mobil motor rusak karena oplosan pertalite,"['tolong', 'purbayayudhi', 'mohmahfudmd', 'prabowo', 'sudjiwotedjo', 'luhutbinsar', 'basukibtp', 'ganjarpranowo', 'untuk', 'pertamina', 'jangan', 'lakukan', 'konyol', 'melakukan', 'oplos', 'pertalite', 'dengan', 'etanol', 'akibatnya', 'kendaraan', 'rakyat', 'jadi', 'korban', 'banyak', 'mobil', 'motor', 'rusak', 'karena', 'oplosan', 'pertalite']","['tolong', 'purbayayudhi', 'mohmahfudmd', 'prabowo', 'sudjiwotedjo', 'luhutbinsar', 'basukibtp', 'ganjarpranowo', 'pertamina', 'lakukan', 'konyol', 'oplos', 'pertalite', 'etanol', 'akibatnya', 'kendaraan', 'rakyat', 'korban', 'mobil', 'motor', 'rusak', 'oplosan', 'pertalite']",tolong purbayayudhi mohmahfudmd prabowo sudjiwotedjo luhutbinsar basukibtp ganjarpranowo pertamina laku konyol oplos pertalite etanol akibat kendara rakyat korban mobil motor rusak oplos pertalite,negative
@Doneh yang kalian ributin itukan nilai oktannya. pertamina yang adalah sumber dari segalah kadal menambahkan etanol lebih dari 20% disamping menaikan nilai oktan juga memboroskan kantong kalian. sampe situ paham?,doneh yang kalian ributin itukan nilai oktannya pertamina yang adalah sumber dari segalah kadal menambahkan etanol lebih dari disamping menaikan nilai oktan juga memboroskan kantong kalian sampe situ paham,doneh yang kalian meributkan itukan nilai oktannya pertamina yang adalah sumber dari segalah kadal menambahkan etanol lebih dari disamping menaikan nilai oktan juga memboroskan kantong kalian sampai situ paham,"['doneh', 'yang', 'kalian', 'meributkan', 'itukan', 'nilai', 'oktannya', 'pertamina', 'yang', 'adalah', 'sumber', 'dari', 'segalah', 'kadal', 'menambahkan', 'etanol', 'lebih', 'dari', 'disamping', 'menaikan', 'nilai', 'oktan', 'juga', 'memboroskan', 'kantong', 'kalian', 'sampai', 'situ', 'paham']","['doneh', 'meributkan', 'itukan', 'nilai', 'oktannya', 'pertamina', 'sumber', 'segalah', 'kadal', 'etanol', 'disamping', 'menaikan', 'nilai', 'oktan', 'memboroskan', 'kantong', 'situ', 'paham']",doneh ribut itu nilai oktannya pertamina sumber sega kadal etanol samping naik nilai oktan boros kantong situ paham,negative
bisa ga si ini pertamina kena somasi atau dituntut masyarakat gara-gara pertalite campur etanol ini?,bisa pertamina kena somasi atau dituntut masyarakat garagara pertalite campur etanol,bisa pertamina kena somasi atau dituntut masyarakat garagara pertalite campur etanol,"['bisa', 'pertamina', 'kena', 'somasi', 'atau', 'dituntut', 'masyarakat', 'garagara', 'pertalite', 'campur', 'etanol']","['pertamina', 'kena', 'somasi', 'dituntut', 'masyarakat', 'garagara', 'pertalite', 'campur', 'etanol']",pertamina kena somasi tuntut masyarakat garagara pertalite campur etanol,negative
@kerjadarirumahq @kompascom Bahlil merespons SPBU swasta yang ogah beli BBM dari Pertamina karena campur etanol 3 5% padahal kuota impor mereka habis sejak Agustus. Pemerintah arahkan beli B2B dari Pertamina yang stoknya aman tapi swasta nggak mau karena khawatir soal etanol. Dia tekankan jangan paksakan,kerjadarirumahq kompascom bahlil merespons spbu swasta yang ogah beli dari pertamina karena campur etanol padahal kuota impor mereka habis sejak agustus pemerintah arahkan beli dari pertamina yang stoknya aman tapi swasta nggak karena khawatir soal etanol tekankan jangan paksakan,kerjadarirumahq kompascom bahlil merespons spbu swasta yang ogah beli dari pertamina karena campur etanol padahal kuota impor mereka habis sejak agustus pemerintah arahkan beli dari pertamina yang stoknya aman tapi swasta tidak karena khawatir soal etanol tekankan jangan paksakan,"['kerjadarirumahq', 'kompascom', 'bahlil', 'merespons', 'spbu', 'swasta', 'yang', 'ogah', 'beli', 'dari', 'pertamina', 'karena', 'campur', 'etanol', 'padahal', 'kuota', 'impor', 'mereka', 'habis', 'sejak', 'agustus', 'pemerintah', 'arahkan', 'beli', 'dari', 'pertamina', 'yang', 'stoknya', 'aman', 'tapi', 'swasta', 'tidak', 'karena', 'khawatir', 'soal', 'etanol', 'tekankan', 'jangan', 'paksakan']","['kerjadarirumahq', 'kompascom', 'bahlil', 'merespons', 'spbu', 'swasta', 'ogah', 'beli', 'pertamina', 'campur', 'etanol', 'kuota', 'impor', 'habis', 'agustus', 'pemerintah', 'arahkan', 'beli', 'pertamina', 'stoknya', 'aman', 'swasta', 'khawatir', 'etanol', 'tekankan', 'paksakan']",kerjadarirumahq kompascom bahlil respons spbu swasta ogah beli pertamina campur etanol kuota impor habis agustus perintah arah beli pertamina stok aman swasta khawatir etanol tekan paksa,
@Doneh beberapa minggu kemarin sempat baca berita bahwa emang etanol membuat kandungan BBM lebih boros. tapi kan etanol di shell dari dulu kan emang ga masalah. pasti persentase etanol di pertamax diakalin pertamina ni. bangsat emang. mentang2 ga punya kompetitor sih.,doneh beberapa minggu kemarin sempat baca berita bahwa emang etanol membuat kandungan lebih boros tapi etanol shell dari dulu emang masalah pasti persentase etanol pertamax diakalin pertamina bangsat emang mentang punya kompetitor,doneh beberapa minggu kemarin sempat baca berita bahwa memang etanol membuat kandungan lebih boros tapi etanol shell dari dulu memang masalah pasti persentase etanol pertamax diakalin pertamina bangsat memang mentang punya kompetitor,"['doneh', 'beberapa', 'minggu', 'kemarin', 'sempat', 'baca', 'berita', 'bahwa', 'memang', 'etanol', 'membuat', 'kandungan', 'lebih', 'boros', 'tapi', 'etanol', 'shell', 'dari', 'dulu', 'memang', 'masalah', 'pasti', 'persentase', 'etanol', 'pertamax', 'diakalin', 'pertamina', 'bangsat', 'memang', 'mentang', 'punya', 'kompetitor']","['doneh', 'minggu', 'kemarin', 'baca', 'berita', 'etanol', 'kandungan', 'boros', 'etanol', 'shell', 'persentase', 'etanol', 'pertamax', 'diakalin', 'pertamina', 'bangsat', 'mentang', 'kompetitor']",doneh minggu kemarin baca berita etanol kandung boros etanol shell persentase etanol pertamax diakalin pertamina bangsat mentang kompetitor,
@kenhans03 @pertamina @MyPertaminaID menteri etanol mana...ya?,kenhans pertamina mypertaminaid menteri etanol manaya,kenhans pertamina mypertaminaid menteri etanol manaya,"['kenhans', 'pertamina', 'mypertaminaid', 'menteri', 'etanol', 'manaya']","['kenhans', 'pertamina', 'mypertaminaid', 'menteri', 'etanol', 'manaya']",kenhans pertamina mypertaminaid menteri etanol manaya,
@senostory Berdasarkan berita terbaru Shell dan SPBU swasta lain seperti BP dan Vivo menolak membeli BBM impor dari Pertamina karena kandungan etanol 3 5% yang tidak sesuai standar mereka plus isu teknis dan birokrasi. Akibatnya stok BBM di stasiun Shell kosong di banyak tempat di,senostory berdasarkan berita terbaru shell spbu swasta lain seperti vivo menolak membeli impor dari pertamina karena kandungan etanol yang tidak sesuai standar mereka plus teknis birokrasi akibatnya stok stasiun shell kosong banyak tempat,senostory berdasarkan berita terbaru shell spbu swasta lain seperti vivo menolak membeli impor dari pertamina karena kandungan etanol yang tidak sesuai standar mereka plus teknis birokrasi akibatnya stok stasiun shell kosong banyak tempat,"['senostory', 'berdasarkan', 'berita', 'terbaru', 'shell', 'spbu', 'swasta', 'lain', 'seperti', 'vivo', 'menolak', 'membeli', 'impor', 'dari', 'pertamina', 'karena', 'kandungan', 'etanol', 'yang', 'tidak', 'sesuai', 'standar', 'mereka', 'plus', 'teknis', 'birokrasi', 'akibatnya', 'stok', 'stasiun', 'shell', 'kosong', 'banyak', 'tempat']","['senostory', 'berdasarkan', 'berita', 'terbaru', 'shell', 'spbu', 'swasta', 'vivo', 'menolak', 'membeli', 'impor', 'pertamina', 'kandungan', 'etanol', 'sesuai', 'standar', 'plus', 'teknis', 'birokrasi', 'akibatnya', 'stok', 'stasiun', 'shell', 'kosong']",senostory dasar berita baru shell spbu swasta vivo tolak beli impor pertamina kandung etanol sesuai standar plus teknis birokrasi akibat stok stasiun shell kosong,
@empu_gindrang @jing_haoo @sbyfess Rek bener akeh keluhan motor anyar brebet/mogok ing Jatim sawise isi Pertalite akhir-akhir iki diduga saka masalah kualitas BBM (bisa kontaminasi ora mung etanol). Pertamina lagi investigasi lan buka posko. Nanging E10 umume aman kanggo motor modern (post-2010) miturut pakar,empugindrang jinghaoo sbyfess bener akeh keluhan motor anyar brebetmogok jatim sawise pertalite akhirakhir diduga saka masalah kualitas bisa kontaminasi mung etanol pertamina lagi investigasi buka posko nanging umume aman kanggo motor modern post miturut pakar,empugindrang jinghaoo sbyfess benar akeh keluhan motor anyar brebetmogok jatim sawise pertalite akhirakhir diduga saka masalah kualitas bisa kontaminasi mung etanol pertamina lagi investigasi buka posko nanging umume aman kanggo motor modern post miturut pakar,"['empugindrang', 'jinghaoo', 'sbyfess', 'benar', 'akeh', 'keluhan', 'motor', 'anyar', 'brebetmogok', 'jatim', 'sawise', 'pertalite', 'akhirakhir', 'diduga', 'saka', 'masalah', 'kualitas', 'bisa', 'kontaminasi', 'mung', 'etanol', 'pertamina', 'lagi', 'investigasi', 'buka', 'posko', 'nanging', 'umume', 'aman', 'kanggo', 'motor', 'modern', 'post', 'miturut', 'pakar']","['empugindrang', 'jinghaoo', 'sbyfess', 'akeh', 'keluhan', 'motor', 'anyar', 'brebetmogok', 'jatim', 'sawise', 'pertalite', 'akhirakhir', 'diduga', 'saka', 'kualitas', 'kontaminasi', 'mung', 'etanol', 'pertamina', 'investigasi', 'buka', 'posko', 'nanging', 'umume', 'aman', 'kanggo', 'motor', 'modern', 'post', 'miturut', 'pakar']",empugindrang jinghaoo sbyfess akeh keluh motor anyar brebetmogok jatim sawise pertalite akhirakhir duga saka kualitas kontaminasi mung etanol pertamina investigasi buka posko nanging umume aman kanggo motor modern post miturut pakar,positive
@empu_gindrang @jing_haoo @sbyfess Rek investigasi Pertamina kanggo nemokake akar masalah sing bener ora mung campuran etanol sing standar (Pertalite wis 5% bioetanol wiwit 2022). Bisa amarga distribusi penyimpanan utawa kontaminasi ing SPBU. Dadi yaiku tanggung jawab ngatur kualitas BBM sing aman kanggo,empugindrang jinghaoo sbyfess investigasi pertamina kanggo nemokake akar masalah sing bener mung campuran etanol sing standar pertalite bioetanol wiwit  bisa amarga distribusi penyimpanan utawa kontaminasi spbu dadi yaiku tanggung jawab ngatur kualitas sing aman kanggo,empugindrang jinghaoo sbyfess investigasi pertamina kanggo nemokake akar masalah sing benar mung campuran etanol sing standar pertalite bioetanol wiwit bisa amarga distribusi penyimpanan utawa kontaminasi spbu dadi yaiku tanggung jawab mengatur kualitas sing aman kanggo,"['empugindrang', 'jinghaoo', 'sbyfess', 'investigasi', 'pertamina', 'kanggo', 'nemokake', 'akar', 'masalah', 'sing', 'benar', 'mung', 'campuran', 'etanol', 'sing', 'standar', 'pertalite', 'bioetanol', 'wiwit', 'bisa', 'amarga', 'distribusi', 'penyimpanan', 'utawa', 'kontaminasi', 'spbu', 'dadi', 'yaiku', 'tanggung', 'jawab', 'mengatur', 'kualitas', 'sing', 'aman', 'kanggo']","['empugindrang', 'jinghaoo', 'sbyfess', 'investigasi', 'pertamina', 'kanggo', 'nemokake', 'akar', 'sing', 'mung', 'campuran', 'etanol', 'sing', 'standar', 'pertalite', 'bioetanol', 'wiwit', 'amarga', 'distribusi', 'penyimpanan', 'utawa', 'kontaminasi', 'spbu', 'dadi', 'yaiku', 'tanggung', 'mengatur', 'kualitas', 'sing', 'aman', 'kanggo']",empugindrang jinghaoo sbyfess investigasi pertamina kanggo nemokake akar sing mung campur etanol sing standar pertalite bioetanol wiwit amarga distribusi simpan utawa kontaminasi spbu dadi yaiku tanggung atur kualitas sing aman kanggo,
Hallo @pertamina @KementerianESDM Ada berita motor isi pertalite langsung ngadat Ini yg paling bertanggung jawab siapa ; Pertamina SPBU ESDM pemilik motor? Tersebar isu ini akibat dicampur etanol Segera jernihkan masalah ini Monitor @KejaksaanRI @DivHumas_Polri Tks https://t.co/WsVr6eaydZ,hallo pertamina kementerianesdm berita motor pertalite langsung ngadat paling bertanggung jawab siapa pertamina spbu esdm pemilik motor tersebar akibat dicampur etanol segera jernihkan masalah monitor kejaksaanri divhumaspolri tcowsvreaydz,halo pertamina kementerianesdm berita motor pertalite langsung ngadat paling bertanggung jawab siapa pertamina spbu esdm pemilik motor tersebar akibat dicampur etanol segera jernihkan masalah monitor kejaksaanri divhumaspolri tcowsvreaydz,"['halo', 'pertamina', 'kementerianesdm', 'berita', 'motor', 'pertalite', 'langsung', 'ngadat', 'paling', 'bertanggung', 'jawab', 'siapa', 'pertamina', 'spbu', 'esdm', 'pemilik', 'motor', 'tersebar', 'akibat', 'dicampur', 'etanol', 'segera', 'jernihkan', 'masalah', 'monitor', 'kejaksaanri', 'divhumaspolri', 'tcowsvreaydz']","['halo', 'pertamina', 'kementerianesdm', 'berita', 'motor', 'pertalite', 'langsung', 'ngadat', 'bertanggung', 'pertamina', 'spbu', 'esdm', 'pemilik', 'motor', 'tersebar', 'akibat', 'dicampur', 'etanol', 'jernihkan', 'monitor', 'kejaksaanri', 'divhumaspolri', 'tcowsvreaydz']",halo pertamina kementerianesdm berita motor pertalite langsung ngadat tanggung pertamina spbu esdm milik motor sebar akibat campur etanol jernih monitor kejaksaanri divhumaspolri tcowsvreaydz,
@calomagang BBM Pertamina yg beredar sementara mengandung etanol hanya Pertamax Green 95 dan sementara distribusi masih di jawa,calomagang pertamina beredar sementara mengandung etanol hanya pertamax green sementara distribusi masih jawa,calomagang pertamina beredar sementara mengandung etanol hanya pertamax green sementara distribusi masih jawa,"['calomagang', 'pertamina', 'beredar', 'sementara', 'mengandung', 'etanol', 'hanya', 'pertamax', 'green', 'sementara', 'distribusi', 'masih', 'jawa']","['calomagang', 'pertamina', 'beredar', 'mengandung', 'etanol', 'pertamax', 'green', 'distribusi', 'jawa']",calomagang pertamina edar kandung etanol pertamax green distribusi jawa,neutral
@HumorJonTampan @CakTugiman @pertamina Mungkin mengandung etanol yg memabukkan jon.... Jd candu....,humorjontampan caktugiman pertamina mungkin mengandung etanol memabukkan candu,humorjontampan caktugiman pertamina mungkin mengandung etanol memabukkan candu,"['humorjontampan', 'caktugiman', 'pertamina', 'mungkin', 'mengandung', 'etanol', 'memabukkan', 'candu']","['humorjontampan', 'caktugiman', 'pertamina', 'mengandung', 'etanol', 'memabukkan', 'candu']",humorjontampan caktugiman pertamina kandung etanol mabuk candu,neutral
Dari kisruh Ethanol Shell Indonesia dan Pertamina itu Saya mendapatkan pesan tersembunyi bahwa Pertalite akan menghilang dan digantikan oleh Pertamax Green 92 dan Biofuel. BKPM: Toyota Minat Bangun Pabrik Etanol di RI Dukung Mandatory E10 https://t.co/SUjbZXTp6T,dari kisruh ethanol shell indonesia pertamina saya mendapatkan pesan tersembunyi bahwa pertalite akan menghilang digantikan oleh pertamax green biofuel bkpm toyota minat bangun pabrik etanol dukung mandatory tcosujbzxtpt,dari kisruh ethanol shell indonesia pertamina saya mendapatkan pesan tersembunyi bahwa pertalite akan menghilang digantikan oleh pertamax green biofuel bkpm toyota minat bangun pabrik etanol dukung mandatory tcosujbzxtpt,"['dari', 'kisruh', 'ethanol', 'shell', 'indonesia', 'pertamina', 'saya', 'mendapatkan', 'pesan', 'tersembunyi', 'bahwa', 'pertalite', 'akan', 'menghilang', 'digantikan', 'oleh', 'pertamax', 'green', 'biofuel', 'bkpm', 'toyota', 'minat', 'bangun', 'pabrik', 'etanol', 'dukung', 'mandatory', 'tcosujbzxtpt']","['kisruh', 'ethanol', 'shell', 'indonesia', 'pertamina', 'pesan', 'tersembunyi', 'pertalite', 'menghilang', 'digantikan', 'pertamax', 'green', 'biofuel', 'bkpm', 'toyota', 'minat', 'bangun', 'pabrik', 'etanol', 'dukung', 'mandatory', 'tcosujbzxtpt']",kisruh ethanol shell indonesia pertamina pesan sembunyi pertalite hilang ganti pertamax green biofuel bkpm toyota minat bangun pabrik etanol dukung mandatory tcosujbzxtpt,
Dampak kebijakan menteri bahlil yg bahan bakar di campur etanol banyak masyarakat yg mengalami kerugian bumn pertamina hanya bisa meminta maaf saja Masyarakat menyalahkan kebijakan menteri bahlil dan pertamina,dampak kebijakan menteri bahlil bahan bakar campur etanol banyak masyarakat mengalami kerugian bumn pertamina hanya bisa meminta maaf saja masyarakat menyalahkan kebijakan menteri bahlil pertamina,dampak kebijakan menteri bahlil bahan bakar campur etanol banyak masyarakat mengalami kerugian bumn pertamina hanya bisa meminta maaf saja masyarakat menyalahkan kebijakan menteri bahlil pertamina,"['dampak', 'kebijakan', 'menteri', 'bahlil', 'bahan', 'bakar', 'campur', 'etanol', 'banyak', 'masyarakat', 'mengalami', 'kerugian', 'bumn', 'pertamina', 'hanya', 'bisa', 'meminta', 'maaf', 'saja', 'masyarakat', 'menyalahkan', 'kebijakan', 'menteri', 'bahlil', 'pertamina']","['dampak', 'kebijakan', 'menteri', 'bahlil', 'bahan', 'bakar', 'campur', 'etanol', 'masyarakat', 'mengalami', 'kerugian', 'bumn', 'pertamina', 'maaf', 'masyarakat', 'menyalahkan', 'kebijakan', 'menteri', 'bahlil', 'pertamina']",dampak bijak menteri bahlil bahan bakar campur etanol masyarakat alami rugi bumn pertamina maaf masyarakat salah bijak menteri bahlil pertamina,
ga dicampur etanol malah dicampur tiner te mbok gawe ngecet wesia pertamina bahlil https://t.co/hubPfjqSQG,dicampur etanol malah dicampur tiner mbok gawe ngecet wesia pertamina bahlil tcohubpfjqsqg,dicampur etanol malah dicampur tiner mbok gawe ngecet wesia pertamina bahlil tcohubpfjqsqg,"['dicampur', 'etanol', 'malah', 'dicampur', 'tiner', 'mbok', 'gawe', 'ngecet', 'wesia', 'pertamina', 'bahlil', 'tcohubpfjqsqg']","['dicampur', 'etanol', 'dicampur', 'tiner', 'mbok', 'gawe', 'ngecet', 'wesia', 'pertamina', 'bahlil', 'tcohubpfjqsqg']",campur etanol campur tiner mbok gawe ngecet wesia pertamina bahlil tcohubpfjqsqg,
@pertamina Kemarin Pertamax di oplos sekarang pertalite juga di oplos etanol ,pertamina kemarin pertamax oplos sekarang pertalite juga oplos etanol,pertamina kemarin pertamax oplos sekarang pertalite juga oplos etanol,"['pertamina', 'kemarin', 'pertamax', 'oplos', 'sekarang', 'pertalite', 'juga', 'oplos', 'etanol']","['pertamina', 'kemarin', 'pertamax', 'oplos', 'pertalite', 'oplos', 'etanol']",pertamina kemarin pertamax oplos pertalite oplos etanol,
@rayapbesi911 @e100ss Masalah motor mbrebet di Surabaya banyak dilaporkan setelah isi Pertalite. Dugaan penyebab: kualitas BBM bermasalah mungkin campuran etanol atau kontaminasi. Pertamina sedang investigasi dan siap ganti rugi jika terbukti. Saran: coba ganti ke Pertamax ganti busi/filter atau,rayapbesi ess masalah motor mbrebet surabaya banyak dilaporkan setelah pertalite dugaan penyebab kualitas bermasalah mungkin campuran etanol atau kontaminasi pertamina sedang investigasi siap ganti rugi jika terbukti saran coba ganti pertamax ganti busifilter atau,rayapbesi ess masalah motor mbrebet surabaya banyak dilaporkan setelah pertalite dugaan penyebab kualitas bermasalah mungkin campuran etanol atau kontaminasi pertamina sedang investigasi siap ganti rugi jika terbukti saran coba ganti pertamax ganti busifilter atau,"['rayapbesi', 'ess', 'masalah', 'motor', 'mbrebet', 'surabaya', 'banyak', 'dilaporkan', 'setelah', 'pertalite', 'dugaan', 'penyebab', 'kualitas', 'bermasalah', 'mungkin', 'campuran', 'etanol', 'atau', 'kontaminasi', 'pertamina', 'sedang', 'investigasi', 'siap', 'ganti', 'rugi', 'jika', 'terbukti', 'saran', 'coba', 'ganti', 'pertamax', 'ganti', 'busifilter', 'atau']","['rayapbesi', 'ess', 'motor', 'mbrebet', 'surabaya', 'dilaporkan', 'pertalite', 'dugaan', 'penyebab', 'kualitas', 'bermasalah', 'campuran', 'etanol', 'kontaminasi', 'pertamina', 'investigasi', 'ganti', 'rugi', 'terbukti', 'saran', 'coba', 'ganti', 'pertamax', 'ganti', 'busifilter']",rayapbesi ess motor mbrebet surabaya lapor pertalite duga sebab kualitas masalah campur etanol kontaminasi pertamina investigasi ganti rugi bukti saran coba ganti pertamax ganti busifilter,
@kenhans03 @pertamina @MyPertaminaID Swasta dipekso tutup rakyate meneng Digiring ben tuku neng pertamina rakyate manut Kadung tuku ternyata wes dioplos etanol seng mbarekno kendaraane brebet alhasil macet dan harus di service. Mosok rakyat sek atene meneng ae.? #BahlilJancok,kenhans pertamina mypertaminaid swasta dipekso tutup rakyate meneng digiring tuku neng pertamina rakyate manut kadung tuku ternyata dioplos etanol seng mbarekno kendaraane brebet alhasil macet harus service mosok rakyat atene meneng bahliljancok,kenhans pertamina mypertaminaid swasta dipekso tutup rakyate meneng digiring tuku neng pertamina rakyate manut kadung tuku ternyata dioplos etanol seng mbarekno kendaraane brebet alhasil macet harus service mosok rakyat atene meneng bahliljancok,"['kenhans', 'pertamina', 'mypertaminaid', 'swasta', 'dipekso', 'tutup', 'rakyate', 'meneng', 'digiring', 'tuku', 'neng', 'pertamina', 'rakyate', 'manut', 'kadung', 'tuku', 'ternyata', 'dioplos', 'etanol', 'seng', 'mbarekno', 'kendaraane', 'brebet', 'alhasil', 'macet', 'harus', 'service', 'mosok', 'rakyat', 'atene', 'meneng', 'bahliljancok']","['kenhans', 'pertamina', 'mypertaminaid', 'swasta', 'dipekso', 'tutup', 'rakyate', 'meneng', 'digiring', 'tuku', 'neng', 'pertamina', 'rakyate', 'manut', 'kadung', 'tuku', 'dioplos', 'etanol', 'seng', 'mbarekno', 'kendaraane', 'brebet', 'alhasil', 'macet', 'service', 'mosok', 'rakyat', 'atene', 'meneng', 'bahliljancok']",kenhans pertamina mypertaminaid swasta dipekso tutup rakyate neng giring tuku neng pertamina rakyate manut kadung tuku oplos etanol seng mbarekno kendaraane brebet alhasil macet service mosok rakyat atene neng bahliljancok,
Daripada etanol Pak Bahlul baiknya bensin Pertamina dicampur es dawet saja. Kalau mogok ada yang bisa diminum.,daripada etanol bahlul baiknya bensin pertamina dicampur dawet saja kalau mogok yang bisa diminum,daripada etanol bahlul baiknya bensin pertamina dicampur dawet saja kalau mogok yang bisa diminum,"['daripada', 'etanol', 'bahlul', 'baiknya', 'bensin', 'pertamina', 'dicampur', 'dawet', 'saja', 'kalau', 'mogok', 'yang', 'bisa', 'diminum']","['etanol', 'bahlul', 'baiknya', 'bensin', 'pertamina', 'dicampur', 'dawet', 'mogok', 'diminum']",etanol bahlul baik bensin pertamina campur dawet mogok minum,
@CakD3pp @pertamina Pa karna campur Etanol @bahlillahadalia @pertamina @ptm_patraniaga ?? Hayo Tanggung Jawab !! Lengser aja deh keknya lebih pas ya Bah.,cakdpp pertamina karna campur etanol bahlillahadalia pertamina ptmpatraniaga hayo tanggung jawab lengser keknya lebih,cakdpp pertamina karena campur etanol bahlillahadalia pertamina ptmpatraniaga hayo tanggung jawab lengser kayaknya lebih,"['cakdpp', 'pertamina', 'karena', 'campur', 'etanol', 'bahlillahadalia', 'pertamina', 'ptmpatraniaga', 'hayo', 'tanggung', 'jawab', 'lengser', 'kayaknya', 'lebih']","['cakdpp', 'pertamina', 'campur', 'etanol', 'bahlillahadalia', 'pertamina', 'ptmpatraniaga', 'hayo', 'tanggung', 'lengser', 'kayaknya']",cakdpp pertamina campur etanol bahlillahadalia pertamina ptmpatraniaga hayo tanggung lengser kayak,
Asem BBM udah busuk di campur etanol apa ga modar ini kendaraan kita. Ini diem aje nih? Ga ada yg demo? #etanol #pertamina #brebet,asem udah busuk campur etanol modar kendaraan kita diem demo etanol pertamina brebet,asem sudah busuk campur etanol modar kendaraan kita diam demo etanol pertamina brebet,"['asem', 'sudah', 'busuk', 'campur', 'etanol', 'modar', 'kendaraan', 'kita', 'diam', 'demo', 'etanol', 'pertamina', 'brebet']","['asem', 'busuk', 'campur', 'etanol', 'modar', 'kendaraan', 'diam', 'demo', 'etanol', 'pertamina', 'brebet']",asem busuk campur etanol modar kendara diam demo etanol pertamina brebet,
PTPN III memperluas langkah strategis di energi terbarukan dengan pabrik biodiesel dan bioetanol mendukung program pemerintah B50. https://t.co/lMkICaNcdC,ptpn memperluas langkah strategis energi terbarukan dengan pabrik biodiesel bioetanol mendukung program pemerintah tcolmkicancdc,ptpn memperluas langkah strategis energi terbarukan dengan pabrik biodiesel bioetanol mendukung program pemerintah tcolmkicancdc,"['ptpn', 'memperluas', 'langkah', 'strategis', 'energi', 'terbarukan', 'dengan', 'pabrik', 'biodiesel', 'bioetanol', 'mendukung', 'program', 'pemerintah', 'tcolmkicancdc']","['ptpn', 'memperluas', 'langkah', 'strategis', 'energi', 'terbarukan', 'pabrik', 'biodiesel', 'bioetanol', 'mendukung', 'program', 'pemerintah', 'tcolmkicancdc']",ptpn luas langkah strategis energi baru pabrik biodiesel bioetanol dukung program perintah tcolmkicancdc,
Bahlil anj balikin indomobil cok motorku keracunan pertamina isi etanol,bahlil balikin indomobil motorku keracunan pertamina etanol,bahlil balikin indomobil motorku keracunan pertamina etanol,"['bahlil', 'balikin', 'indomobil', 'motorku', 'keracunan', 'pertamina', 'etanol']","['bahlil', 'balikin', 'indomobil', 'motorku', 'keracunan', 'pertamina', 'etanol']",bahlil balikin indomobil motor racun pertamina etanol,
