full_text,clean_text,normalisasi_text,tokenize,stopword_removal,steming_data,label
@sbyfess Bajingan pemerintah sampek nyorokno rakyat semono e. Mugo2 mereka keselek etanol. Kuburane kebek etanol. Jan njengkelno. Sampek mbaringene BUMN khususe Pertamina ngomong rugi tutuk ono bareng-bareng. Btw yang antri semoga diberikan kesehatan dan keamanan selalu️️️,sbyfess bajingan pemerintah sampek nyorokno rakyat semono mugo mereka keselek etanol kuburane kebek etanol njengkelno sampek mbaringene bumn khususe pertamina ngomong rugi tutuk barengbareng yang antri semoga diberikan kesehatan keamanan selalu,sbyfess bajingan pemerintah sampai nyorokno rakyat semono mugo mereka keselek etanol kuburane kebek etanol njengkelno sampai mbaringene bumn khususe pertamina mengomong rugi tutuk barengbareng yang antri semoga diberikan kesehatan keamanan selalu,"['sbyfess', 'bajingan', 'pemerintah', 'sampai', 'nyorokno', 'rakyat', 'semono', 'mugo', 'mereka', 'keselek', 'etanol', 'kuburane', 'kebek', 'etanol', 'njengkelno', 'sampai', 'mbaringene', 'bumn', 'khususe', 'pertamina', 'mengomong', 'rugi', 'tutuk', 'barengbareng', 'yang', 'antri', 'semoga', 'diberikan', 'kesehatan', 'keamanan', 'selalu']","['sbyfess', 'bajingan', 'pemerintah', 'nyorokno', 'rakyat', 'semono', 'mugo', 'keselek', 'etanol', 'kuburane', 'kebek', 'etanol', 'njengkelno', 'mbaringene', 'bumn', 'khususe', 'pertamina', 'mengomong', 'rugi', 'tutuk', 'barengbareng', 'antri', 'semoga', 'kesehatan', 'keamanan']",sbyfess bajing perintah nyorokno rakyat mono mugo keselek etanol kuburane bek etanol njengkelno mbaringene bumn khususe pertamina omong rugi tutuk barengbareng antri moga sehat aman,negative
Belum hilang di ingatan soal apes kena bensin oplos lumpur. Sekarang mobil udah ada tanda-tanda kena bensin oplos etanol. Baru beberapa bulan lalu lo padahal harus di caci maki sekasar apa si ini pertamina ??,belum hilang ingatan soal apes kena bensin oplos lumpur sekarang mobil udah tandatanda kena bensin oplos etanol baru beberapa bulan lalu padahal harus caci maki sekasar pertamina,belum hilang ingatan soal apes kena bensin oplos lumpur sekarang mobil sudah tandatanda kena bensin oplos etanol baru beberapa bulan lalu padahal harus caci maki sekasar pertamina,"['belum', 'hilang', 'ingatan', 'soal', 'apes', 'kena', 'bensin', 'oplos', 'lumpur', 'sekarang', 'mobil', 'sudah', 'tandatanda', 'kena', 'bensin', 'oplos', 'etanol', 'baru', 'beberapa', 'bulan', 'lalu', 'padahal', 'harus', 'caci', 'maki', 'sekasar', 'pertamina']","['hilang', 'ingatan', 'apes', 'kena', 'bensin', 'oplos', 'lumpur', 'mobil', 'tandatanda', 'kena', 'bensin', 'oplos', 'etanol', 'caci', 'maki', 'sekasar', 'pertamina']",hilang ingat apes kena bensin oplos lumpur mobil tandatanda kena bensin oplos etanol caci maki kasar pertamina,negative
 Seluruh BBM Petralite Pertamina dipastikan tidak dicampur dengan etanol. Pertamina pastikan seluruh BBM yang terdistribusi sesuai regulasi pemerintah ️ #Pertamina #BangkaBelitung prioritaskan kebutuhan rakyat #GalaxyA56 #Fyp https://t.co/KcJIDcc5S6,seluruh petralite pertamina dipastikan tidak dicampur dengan etanol pertamina pastikan seluruh yang terdistribusi sesuai regulasi pemerintah pertamina bangkabelitung prioritaskan kebutuhan rakyat galaxya tcokcjidccs,seluruh petralite pertamina dipastikan tidak dicampur dengan etanol pertamina pastikan seluruh yang terdistribusi sesuai regulasi pemerintah pertamina bangkabelitung prioritaskan kebutuhan rakyat galaxya tcokcjidccs,"['seluruh', 'petralite', 'pertamina', 'dipastikan', 'tidak', 'dicampur', 'dengan', 'etanol', 'pertamina', 'pastikan', 'seluruh', 'yang', 'terdistribusi', 'sesuai', 'regulasi', 'pemerintah', 'pertamina', 'bangkabelitung', 'prioritaskan', 'kebutuhan', 'rakyat', 'galaxya', 'tcokcjidccs']","['petralite', 'pertamina', 'dicampur', 'etanol', 'pertamina', 'pastikan', 'terdistribusi', 'sesuai', 'regulasi', 'pemerintah', 'pertamina', 'bangkabelitung', 'prioritaskan', 'kebutuhan', 'rakyat', 'galaxya', 'tcokcjidccs']",petralite pertamina campur etanol pertamina pasti distribusi sesuai regulasi perintah pertamina bangkabelitung prioritas butuh rakyat galaxya tcokcjidccs,negative
ada proyek pembukaan lahan buat tanem tanaman yg bisa dijadiin etanol ~&gt; alkohol kek apa ya ya emg disengaja aja semua udh bagian dari sistem bahkan internal Pertamina sekalipun. gw yakin di sana banyak kok ilmuan2 super cerdas individu2 pilihan yg emg sadar kalo itu salah,proyek pembukaan lahan buat tanem tanaman bisa dijadiin etanol alkohol disengaja semua bagian dari sistem bahkan internal pertamina sekalipun yakin sana banyak ilmuan super cerdas individu pilihan sadar kalo salah,proyek pembukaan lahan buat tanem tanaman bisa dijadikan etanol alkohol disengaja semua bagian dari sistem bahkan internal pertamina sekalipun yakin sana banyak ilmuan super cerdas individu pilihan sadar kalau salah,"['proyek', 'pembukaan', 'lahan', 'buat', 'tanem', 'tanaman', 'bisa', 'dijadikan', 'etanol', 'alkohol', 'disengaja', 'semua', 'bagian', 'dari', 'sistem', 'bahkan', 'internal', 'pertamina', 'sekalipun', 'yakin', 'sana', 'banyak', 'ilmuan', 'super', 'cerdas', 'individu', 'pilihan', 'sadar', 'kalau', 'salah']","['proyek', 'pembukaan', 'lahan', 'tanem', 'tanaman', 'dijadikan', 'etanol', 'alkohol', 'disengaja', 'sistem', 'internal', 'pertamina', 'ilmuan', 'super', 'cerdas', 'individu', 'pilihan', 'sadar', 'salah']",proyek buka lahan tanem tanam jadi etanol alkohol sengaja sistem internal pertamina ilmu super cerdas individu pilih sadar salah,negative
@westhernsea Padahal pertamina ada etanol 5% aja ribut ini etanol 100% pada puja puni. Indon indon,westhernsea padahal pertamina etanol ribut etanol pada puja puni indon indon,westhernsea padahal pertamina etanol ribut etanol pada puja puni indon indon,"['westhernsea', 'padahal', 'pertamina', 'etanol', 'ribut', 'etanol', 'pada', 'puja', 'puni', 'indon', 'indon']","['westhernsea', 'pertamina', 'etanol', 'ribut', 'etanol', 'puja', 'puni', 'indon', 'indon']",westhernsea pertamina etanol ribut etanol puja pun indon indon,negative
@tempodotco Orang idiot ya begitu jelas yg persulit rakyat anggota DPR Contoh kecil Pertamina pertalite dicampur etanol rakyat gatau itu etanol ATAU AIR GAREM dan ojol dilarang pake pertalite maksudnya apa? Terus BPJS rakyat bayar tiap bulan tp gamau sakit dicover pdhl duit kita,tempodotco orang idiot begitu jelas persulit rakyat anggota contoh kecil pertamina pertalite dicampur etanol rakyat gatau etanol atau garem ojol dilarang pake pertalite maksudnya terus bpjs rakyat bayar tiap bulan gamau sakit dicover pdhl duit kita,tempodotco orang idiot begitu jelas persulit rakyat anggota contoh kecil pertamina pertalite dicampur etanol rakyat tidak tau etanol atau garem ojol dilarang pakai pertalite maksudnya terus bpjs rakyat bayar tiap bulan tidak mau sakit dicover padahal duit kita,"['tempodotco', 'orang', 'idiot', 'begitu', 'jelas', 'persulit', 'rakyat', 'anggota', 'contoh', 'kecil', 'pertamina', 'pertalite', 'dicampur', 'etanol', 'rakyat', 'tidak', 'tau', 'etanol', 'atau', 'garem', 'ojol', 'dilarang', 'pakai', 'pertalite', 'maksudnya', 'terus', 'bpjs', 'rakyat', 'bayar', 'tiap', 'bulan', 'tidak', 'mau', 'sakit', 'dicover', 'padahal', 'duit', 'kita']","['tempodotco', 'orang', 'idiot', 'persulit', 'rakyat', 'anggota', 'contoh', 'pertamina', 'pertalite', 'dicampur', 'etanol', 'rakyat', 'tau', 'etanol', 'garem', 'ojol', 'dilarang', 'pakai', 'pertalite', 'maksudnya', 'bpjs', 'rakyat', 'bayar', 'sakit', 'dicover', 'duit']",tempodotco orang idiot sulit rakyat anggota contoh pertamina pertalite campur etanol rakyat tau etanol garem ojol larang pakai pertalite maksud bpjs rakyat bayar sakit dicover duit,negative
@_updateinfo Lawak kau malah si shell ga mau beli dri pertamina karna ada kandungan etanol,updateinfo lawak malah shell beli pertamina karna kandungan etanol,updateinfo lawak malah shell beli pertamina karena kandungan etanol,"['updateinfo', 'lawak', 'malah', 'shell', 'beli', 'pertamina', 'karena', 'kandungan', 'etanol']","['updateinfo', 'lawak', 'shell', 'beli', 'pertamina', 'kandungan', 'etanol']",updateinfo lawak shell beli pertamina kandung etanol,negative
bahenol (bahlil etanol) anjing sekali ini beat saya brebet pertamina lol,bahenol bahlil etanol anjing sekali beat saya brebet pertamina,bahenol bahlil etanol anjing sekali beat saya brebet pertamina,"['bahenol', 'bahlil', 'etanol', 'anjing', 'sekali', 'beat', 'saya', 'brebet', 'pertamina']","['bahenol', 'bahlil', 'etanol', 'anjing', 'beat', 'brebet', 'pertamina']",bahenol bahlil etanol anjing beat brebet pertamina,negative
@IongbIack Tpi ini bukan soal etanol tapi bensinnya kecampur air jir banyak lagi hampir 1/4 dari botol air mineral 1L wkwk stress kayanya pertamina,iongbiack bukan soal etanol tapi bensinnya kecampur banyak lagi hampir dari botol mineral wkwk stress kayanya pertamina,iongbiack bukan soal etanol tapi bensinnya kecampur banyak lagi hampir dari botol mineral wkwk stres kayanya pertamina,"['iongbiack', 'bukan', 'soal', 'etanol', 'tapi', 'bensinnya', 'kecampur', 'banyak', 'lagi', 'hampir', 'dari', 'botol', 'mineral', 'wkwk', 'stres', 'kayanya', 'pertamina']","['iongbiack', 'etanol', 'bensinnya', 'kecampur', 'botol', 'mineral', 'wkwk', 'stres', 'kayanya', 'pertamina']",iongbiack etanol bensin campur botol mineral wkwk stres kaya pertamina,negative
@TirtoID knp spbu swasta rame? tanya pertamina lah knp hancurin customer trust lu peak. bbm oplosan mengandung aer mengandung etanol and wtf.,tirtoid spbu swasta rame tanya pertamina hancurin customer trust peak oplosan mengandung mengandung etanol,tirtoid spbu swasta rame tanya pertamina menghancurkan customer trust peak oplosan mengandung mengandung etanol,"['tirtoid', 'spbu', 'swasta', 'rame', 'tanya', 'pertamina', 'menghancurkan', 'customer', 'trust', 'peak', 'oplosan', 'mengandung', 'mengandung', 'etanol']","['tirtoid', 'spbu', 'swasta', 'rame', 'pertamina', 'menghancurkan', 'customer', 'trust', 'peak', 'oplosan', 'mengandung', 'mengandung', 'etanol']",tirtoid spbu swasta rame pertamina hancur customer trust peak oplos kandung kandung etanol,negative
@Ozi_Tyo Sorry bukan belain bahlil tapi kayanya emang kualitas pertamina yang jelek Dunia soalnya udah mulai beralih ke etanol buat campuran bahan bakar Disclaimer aku bukan pendukung bahlil,ozityo sorry bukan belain bahlil tapi kayanya emang kualitas pertamina yang jelek dunia soalnya udah mulai beralih etanol buat campuran bahan bakar disclaimer bukan pendukung bahlil,ozityo sorry bukan membela bahlil tapi kayanya memang kualitas pertamina yang jelek dunia soalnya sudah mulai beralih etanol buat campuran bahan bakar disclaimer bukan pendukung bahlil,"['ozityo', 'sorry', 'bukan', 'membela', 'bahlil', 'tapi', 'kayanya', 'memang', 'kualitas', 'pertamina', 'yang', 'jelek', 'dunia', 'soalnya', 'sudah', 'mulai', 'beralih', 'etanol', 'buat', 'campuran', 'bahan', 'bakar', 'disclaimer', 'bukan', 'pendukung', 'bahlil']","['ozityo', 'sorry', 'membela', 'bahlil', 'kayanya', 'kualitas', 'pertamina', 'jelek', 'dunia', 'beralih', 'etanol', 'campuran', 'bahan', 'bakar', 'disclaimer', 'pendukung', 'bahlil']",ozityo sorry bela bahlil kaya kualitas pertamina jelek dunia alih etanol campur bahan bakar disclaimer dukung bahlil,negative
be bahlil &gt;saingan pertamina pada di singkirin semua &gt;bikin kebijakan untuk campurkan bbm dengan etanol yang notabene ga sehat buat motor karbu lama ni orang bikin kebijakan ga pernah benar dah mulai dari gas lpg tambang sama sekarang bbm. aneh bat mentri lu wok,bahlil gtsaingan pertamina pada singkirin semua gtbikin kebijakan untuk campurkan dengan etanol yang notabene sehat buat motor karbu lama orang bikin kebijakan pernah benar mulai dari tambang sama sekarang aneh mentri,bahlil gtsaingan pertamina pada singkirin semua gtbikin kebijakan untuk campurkan dengan etanol yang notabene sehat buat motor karbu lama orang bikin kebijakan pernah benar mulai dari tambang sama sekarang aneh mentri,"['bahlil', 'gtsaingan', 'pertamina', 'pada', 'singkirin', 'semua', 'gtbikin', 'kebijakan', 'untuk', 'campurkan', 'dengan', 'etanol', 'yang', 'notabene', 'sehat', 'buat', 'motor', 'karbu', 'lama', 'orang', 'bikin', 'kebijakan', 'pernah', 'benar', 'mulai', 'dari', 'tambang', 'sama', 'sekarang', 'aneh', 'mentri']","['bahlil', 'gtsaingan', 'pertamina', 'singkirin', 'gtbikin', 'kebijakan', 'campurkan', 'etanol', 'notabene', 'sehat', 'motor', 'karbu', 'orang', 'bikin', 'kebijakan', 'tambang', 'aneh', 'mentri']",bahlil gtsaingan pertamina singkirin gtbikin bijak campur etanol notabene sehat motor karbu orang bikin bijak tambang aneh tri,negative
Percayalah aku paling benci kasus ini kek literally semua orang bergantung banget ama BBM. Terus motor sekarang belum disesuaikan ama BBM 10% etanol itu kupikir kemarin itu bakal diperbaiki taunya malah dilanjutkan. Motor suamiku juga kena gegara isi BBM Pertamina ,percayalah paling benci kasus literally semua orang bergantung banget terus motor sekarang belum disesuaikan etanol kupikir kemarin bakal diperbaiki taunya malah dilanjutkan motor suamiku juga kena gegara pertamina,percayalah paling benci kasus literally semua orang bergantung banget terus motor sekarang belum disesuaikan etanol kupikir kemarin bakal diperbaiki taunya malah dilanjutkan motor suamiku juga kena gegara pertamina,"['percayalah', 'paling', 'benci', 'kasus', 'literally', 'semua', 'orang', 'bergantung', 'banget', 'terus', 'motor', 'sekarang', 'belum', 'disesuaikan', 'etanol', 'kupikir', 'kemarin', 'bakal', 'diperbaiki', 'taunya', 'malah', 'dilanjutkan', 'motor', 'suamiku', 'juga', 'kena', 'gegara', 'pertamina']","['percayalah', 'benci', 'literally', 'orang', 'bergantung', 'banget', 'motor', 'disesuaikan', 'etanol', 'kupikir', 'kemarin', 'diperbaiki', 'taunya', 'dilanjutkan', 'motor', 'suamiku', 'kena', 'gegara', 'pertamina']",percaya benci literally orang gantung banget motor sesuai etanol pikir kemarin baik tau lanjut motor suami kena gegara pertamina,negative
Pertamina buka bengkel gratis untuk motor brebet. Lucu juga ya berarti mereka udah tahu ada yang salah sama BBM-nya. Ini bukan soal mesin motor tapi soal kebijakan campur etanol yang dipaksakan Bahlil. BBM makin hijau tapi motor malah batuk-batuk. https://t.co/4VsMBkZqtD,pertamina buka bengkel gratis untuk motor brebet lucu juga berarti mereka udah tahu yang salah sama bbmnya bukan soal mesin motor tapi soal kebijakan campur etanol yang dipaksakan bahlil makin hijau tapi motor malah batukbatuk tcovsmbkzqtd,pertamina buka bengkel gratis untuk motor brebet lucu juga berarti mereka sudah tahu yang salah sama bbmnya bukan soal mesin motor tapi soal kebijakan campur etanol yang dipaksakan bahlil makin hijau tapi motor malah batukbatuk tcovsmbkzqtd,"['pertamina', 'buka', 'bengkel', 'gratis', 'untuk', 'motor', 'brebet', 'lucu', 'juga', 'berarti', 'mereka', 'sudah', 'tahu', 'yang', 'salah', 'sama', 'bbmnya', 'bukan', 'soal', 'mesin', 'motor', 'tapi', 'soal', 'kebijakan', 'campur', 'etanol', 'yang', 'dipaksakan', 'bahlil', 'makin', 'hijau', 'tapi', 'motor', 'malah', 'batukbatuk', 'tcovsmbkzqtd']","['pertamina', 'buka', 'bengkel', 'gratis', 'motor', 'brebet', 'lucu', 'salah', 'bbmnya', 'mesin', 'motor', 'kebijakan', 'campur', 'etanol', 'dipaksakan', 'bahlil', 'hijau', 'motor', 'batukbatuk', 'tcovsmbkzqtd']",pertamina buka bengkel gratis motor brebet lucu salah bbmnya mesin motor bijak campur etanol paksa bahlil hijau motor batukbatuk tcovsmbkzqtd,negative
@RestaWardhani @peredam03 Sama Bae yg bermasalah kan aturan yg di bikin si goblin ompong itu Dimana bensin harus bercampur etanol Mau Pertamina atau swasta ya sama,restawardhani peredam sama bermasalah aturan bikin goblin ompong dimana bensin harus bercampur etanol pertamina atau swasta sama,restawardhani peredam sama bermasalah aturan bikin goblin ompong dimana bensin harus bercampur etanol pertamina atau swasta sama,"['restawardhani', 'peredam', 'sama', 'bermasalah', 'aturan', 'bikin', 'goblin', 'ompong', 'dimana', 'bensin', 'harus', 'bercampur', 'etanol', 'pertamina', 'atau', 'swasta', 'sama']","['restawardhani', 'peredam', 'bermasalah', 'aturan', 'bikin', 'goblin', 'ompong', 'dimana', 'bensin', 'bercampur', 'etanol', 'pertamina', 'swasta']",restawardhani redam masalah atur bikin goblin ompong mana bensin campur etanol pertamina swasta,negative
@JemmyMultazam @txtdrimedia Iya ini pengalaman yg aneh menurutku dulu bahkan sebelum ada etanol. Pemakaian sama tapi BBM dari swasta awet bener dibanding Pertamina,jemmymultazam txtdrimedia pengalaman aneh menurutku dulu bahkan sebelum etanol pemakaian sama tapi dari swasta awet bener dibanding pertamina,jemmymultazam txtdrimedia pengalaman aneh menurutku dulu bahkan sebelum etanol pemakaian sama tapi dari swasta awet benar dibanding pertamina,"['jemmymultazam', 'txtdrimedia', 'pengalaman', 'aneh', 'menurutku', 'dulu', 'bahkan', 'sebelum', 'etanol', 'pemakaian', 'sama', 'tapi', 'dari', 'swasta', 'awet', 'benar', 'dibanding', 'pertamina']","['jemmymultazam', 'txtdrimedia', 'pengalaman', 'aneh', 'menurutku', 'etanol', 'pemakaian', 'swasta', 'awet', 'dibanding', 'pertamina']",jemmymultazam txtdrimedia alam aneh turut etanol pakai swasta awet banding pertamina,negative
@aditya_rimba Etanol itu baik asal bukan bikinan pertamina &amp; bahlil,adityarimba etanol baik asal bukan bikinan pertamina bahlil,adityarimba etanol baik asal bukan bikinan pertamina bahlil,"['adityarimba', 'etanol', 'baik', 'asal', 'bukan', 'bikinan', 'pertamina', 'bahlil']","['adityarimba', 'etanol', 'bikinan', 'pertamina', 'bahlil']",adityarimba etanol bikin pertamina bahlil,negative
@mini_niwdir Kayaknya masih minta based fuel sih kalaupun nantinya diwajibkan etanol itu seharusnya perusahaan nya sendiri yang racik kandungannya. Yang selama ini bikin masalah kan kandungan pertamina gak bagus.,mininiwdir kayaknya masih minta based fuel kalaupun nantinya diwajibkan etanol seharusnya perusahaan sendiri yang racik kandungannya yang selama bikin masalah kandungan pertamina bagus,mininiwdir kayaknya masih meminta based fuel kalaupun nantinya diwajibkan etanol seharusnya perusahaan sendiri yang racik kandungannya yang selama bikin masalah kandungan pertamina bagus,"['mininiwdir', 'kayaknya', 'masih', 'meminta', 'based', 'fuel', 'kalaupun', 'nantinya', 'diwajibkan', 'etanol', 'seharusnya', 'perusahaan', 'sendiri', 'yang', 'racik', 'kandungannya', 'yang', 'selama', 'bikin', 'masalah', 'kandungan', 'pertamina', 'bagus']","['mininiwdir', 'kayaknya', 'based', 'fuel', 'diwajibkan', 'etanol', 'perusahaan', 'racik', 'kandungannya', 'bikin', 'kandungan', 'pertamina', 'bagus']",mininiwdir kayak based fuel wajib etanol usaha racik kandung bikin kandung pertamina bagus,negative
@PresidenKopi Kalau @pertamina menjual bbm tanpa etanol meskipun harganya di naikkan. Saya yakin etanol ini pasti gak laku. Apakah ini cara pertamina utk monopoli pasar menyingkirkan pesaing trus naikin harga.???,presidenkopi kalau pertamina menjual tanpa etanol meskipun harganya naikkan saya yakin etanol pasti laku apakah cara pertamina monopoli pasar menyingkirkan pesaing trus naikin harga,presidenkopi kalau pertamina menjual tanpa etanol meskipun harganya naikkan saya yakin etanol pasti laku apakah cara pertamina monopoli pasar menyingkirkan pesaing terus naikin harga,"['presidenkopi', 'kalau', 'pertamina', 'menjual', 'tanpa', 'etanol', 'meskipun', 'harganya', 'naikkan', 'saya', 'yakin', 'etanol', 'pasti', 'laku', 'apakah', 'cara', 'pertamina', 'monopoli', 'pasar', 'menyingkirkan', 'pesaing', 'terus', 'naikin', 'harga']","['presidenkopi', 'pertamina', 'menjual', 'etanol', 'harganya', 'naikkan', 'etanol', 'laku', 'pertamina', 'monopoli', 'pasar', 'menyingkirkan', 'pesaing', 'naikin', 'harga']",presidenkopi pertamina jual etanol harga naik etanol laku pertamina monopoli pasar singkir saing naikin harga,negative
@CecepLagi @PresidenKopi @pertamina @pertamina harus bertanggungjawab atas kerusakan seluruh kendaraan bermotor. Karena tidak semua mesin bisa mentolerir etanol.,ceceplagi presidenkopi pertamina pertamina harus bertanggungjawab atas kerusakan seluruh kendaraan bermotor karena tidak semua mesin bisa mentolerir etanol,ceceplagi presidenkopi pertamina pertamina harus bertanggungjawab atas kerusakan seluruh kendaraan bermotor karena tidak semua mesin bisa mentolerir etanol,"['ceceplagi', 'presidenkopi', 'pertamina', 'pertamina', 'harus', 'bertanggungjawab', 'atas', 'kerusakan', 'seluruh', 'kendaraan', 'bermotor', 'karena', 'tidak', 'semua', 'mesin', 'bisa', 'mentolerir', 'etanol']","['ceceplagi', 'presidenkopi', 'pertamina', 'pertamina', 'bertanggungjawab', 'kerusakan', 'kendaraan', 'bermotor', 'mesin', 'mentolerir', 'etanol']",ceceplagi presidenkopi pertamina pertamina bertanggungjawab rusa kendara motor mesin tolerir etanol,negative
@PresidenKopi Bensinnya ditambahin etanol padahal di Pertamina sendiri Bbm nya udah ditambah etanol ,presidenkopi bensinnya ditambahin etanol padahal pertamina sendiri udah ditambah etanol,presidenkopi bensinnya ditambahin etanol padahal pertamina sendiri sudah ditambah etanol,"['presidenkopi', 'bensinnya', 'ditambahin', 'etanol', 'padahal', 'pertamina', 'sendiri', 'sudah', 'ditambah', 'etanol']","['presidenkopi', 'bensinnya', 'ditambahin', 'etanol', 'pertamina', 'ditambah', 'etanol']",presidenkopi bensin ditambahin etanol pertamina tambah etanol,negative
pertamina kontol pemerintah tolol. motor gue tangkinya tuh gede y puki masa gue harus keep it full setiap saat demi tangki gak ke-isi sama air grgr bensin tolol campur etanol?? mikir dong kontol.,pertamina kontol pemerintah tolol motor tangkinya gede puki masa harus keep full setiap saat demi tangki keisi sama grgr bensin tolol campur etanol mikir dong kontol,pertamina kontol pemerintah tolol motor tangkinya gede puki masa harus keep full setiap saat demi tangki keisi sama grgr bensin tolol campur etanol mikir dong kontol,"['pertamina', 'kontol', 'pemerintah', 'tolol', 'motor', 'tangkinya', 'gede', 'puki', 'masa', 'harus', 'keep', 'full', 'setiap', 'saat', 'demi', 'tangki', 'keisi', 'sama', 'grgr', 'bensin', 'tolol', 'campur', 'etanol', 'mikir', 'dong', 'kontol']","['pertamina', 'kontol', 'pemerintah', 'tolol', 'motor', 'tangkinya', 'gede', 'puki', 'keep', 'full', 'tangki', 'keisi', 'grgr', 'bensin', 'tolol', 'campur', 'etanol', 'mikir', 'kontol']",pertamina kontol perintah tolol motor tangki gede puki keep full tangki isi grgr bensin tolol campur etanol mikir kontol,negative
@CecepLagi @PresidenKopi @pertamina Betul @pertamina @KementerianESDM jika harga turun mau dikasih etanol 20% pun sy yakin gk akan ada yg protes. Byk yg protes krn apa? 1. Hrg mahal dibandingkan luar negeri tp kualitas kalah. 2. Dicampur bahan lain yg tdk disosialisasikan tp harga sama pasti konsumen curiga.,ceceplagi presidenkopi pertamina betul pertamina kementerianesdm jika harga turun dikasih etanol yakin akan protes protes mahal dibandingkan luar negeri kualitas kalah dicampur bahan lain disosialisasikan harga sama pasti konsumen curiga,ceceplagi presidenkopi pertamina betul pertamina kementerianesdm jika harga turun dikasih etanol yakin akan protes protes mahal dibandingkan luar negeri kualitas kalah dicampur bahan lain disosialisasikan harga sama pasti konsumen curiga,"['ceceplagi', 'presidenkopi', 'pertamina', 'betul', 'pertamina', 'kementerianesdm', 'jika', 'harga', 'turun', 'dikasih', 'etanol', 'yakin', 'akan', 'protes', 'protes', 'mahal', 'dibandingkan', 'luar', 'negeri', 'kualitas', 'kalah', 'dicampur', 'bahan', 'lain', 'disosialisasikan', 'harga', 'sama', 'pasti', 'konsumen', 'curiga']","['ceceplagi', 'presidenkopi', 'pertamina', 'pertamina', 'kementerianesdm', 'harga', 'turun', 'dikasih', 'etanol', 'protes', 'protes', 'mahal', 'dibandingkan', 'negeri', 'kualitas', 'kalah', 'dicampur', 'bahan', 'disosialisasikan', 'harga', 'konsumen', 'curiga']",ceceplagi presidenkopi pertamina pertamina kementerianesdm harga turun kasih etanol protes protes mahal banding negeri kualitas kalah campur bahan sosialisasi harga konsumen curiga,negative
@Luspatercept @grok Nah kita pun sbg konsumen harus tau brp persen kandungan etanol yg dipakai di BBM pertamina kalo lebih dari 10% kan berarti pertamina sdh berbuat curang. Dan kalo kebijakan soal etanol ini dipake oleh swasta apakah mereka akan mengurangi kadar etanolnya atau tidak?,luspatercept grok kita konsumen harus persen kandungan etanol dipakai pertamina kalo lebih dari berarti pertamina berbuat curang kalo kebijakan soal etanol dipake oleh swasta apakah mereka akan mengurangi kadar etanolnya atau tidak,luspatercept grok kita konsumen harus persen kandungan etanol dipakai pertamina kalau lebih dari berarti pertamina berbuat curang kalau kebijakan soal etanol dipakai oleh swasta apakah mereka akan mengurangi kadar etanolnya atau tidak,"['luspatercept', 'grok', 'kita', 'konsumen', 'harus', 'persen', 'kandungan', 'etanol', 'dipakai', 'pertamina', 'kalau', 'lebih', 'dari', 'berarti', 'pertamina', 'berbuat', 'curang', 'kalau', 'kebijakan', 'soal', 'etanol', 'dipakai', 'oleh', 'swasta', 'apakah', 'mereka', 'akan', 'mengurangi', 'kadar', 'etanolnya', 'atau', 'tidak']","['luspatercept', 'grok', 'konsumen', 'persen', 'kandungan', 'etanol', 'dipakai', 'pertamina', 'pertamina', 'berbuat', 'curang', 'kebijakan', 'etanol', 'dipakai', 'swasta', 'mengurangi', 'kadar', 'etanolnya']",luspatercept grok konsumen persen kandung etanol pakai pertamina pertamina buat curang bijak etanol pakai swasta kurang kadar etanol,negative
@gb_sleepy @kumparan klw mereka bilang murni berarti beneran murni karena mereka pernah batalin beli bbm dari pertamina karena gk murni uda dicampur etanol,gbsleepy kumparan mereka bilang murni berarti beneran murni karena mereka pernah batalin beli dari pertamina karena murni dicampur etanol,gbsleepy kumparan mereka bilang murni berarti benaran murni karena mereka pernah batalin beli dari pertamina karena murni dicampur etanol,"['gbsleepy', 'kumparan', 'mereka', 'bilang', 'murni', 'berarti', 'benaran', 'murni', 'karena', 'mereka', 'pernah', 'batalin', 'beli', 'dari', 'pertamina', 'karena', 'murni', 'dicampur', 'etanol']","['gbsleepy', 'kumparan', 'bilang', 'murni', 'benaran', 'murni', 'batalin', 'beli', 'pertamina', 'murni', 'dicampur', 'etanol']",gbsleepy kumpar bilang murni benar murni batalin beli pertamina murni campur etanol,negative
@Mangkuthok @kumparan yg dibeli BBM murni bukan campuran yg ada etanolnya dulu sempat ambil dari pertamina tapi batal gara2 uda dicampur etanol,mangkuthok kumparan dibeli murni bukan campuran etanolnya dulu sempat ambil dari pertamina tapi batal gara dicampur etanol,mangkuthok kumparan dibeli murni bukan campuran etanolnya dulu sempat ambil dari pertamina tapi batal gara dicampur etanol,"['mangkuthok', 'kumparan', 'dibeli', 'murni', 'bukan', 'campuran', 'etanolnya', 'dulu', 'sempat', 'ambil', 'dari', 'pertamina', 'tapi', 'batal', 'gara', 'dicampur', 'etanol']","['mangkuthok', 'kumparan', 'dibeli', 'murni', 'campuran', 'etanolnya', 'ambil', 'pertamina', 'batal', 'gara', 'dicampur', 'etanol']",mangkuthok kumpar beli murni campur etanol ambil pertamina batal gara campur etanol,negative
