Review text,teks_bersih
ternyata gopay lebih baik dari dompet digital yg lain T O P !,ternyata gopay lebih baik dari dompet digital lain
Perfect,Perfect
bagus banget buat yimpen uang,bagus banget buat yimpen uang
sangat bermanfaat,sangat bermanfaat
gampang membuat premium nya,gampang membuat premium
"padahal sering transaksi tapi paylater sama pinjam ga bisa, percuma dong",padahal sering transaksi tapi paylater sama pinjam bisa percuma dong
susah verifikasi wajah eror terus,susah verifikasi wajah eror terus
mantap 👍🏻,mantap
"transfer minimal 20ribu sudah lebih dari 20rb masih gabisa harus upgrade ke gopayplus , upgrade ke gopayplus selalu ditolak dgn alasan nik sudah terdaftar , sudah ajukan laporan tapi tidak mendapatkan penyelesaian",transfer minimal 20ribu sudah lebih dari 20rb masih gabisa harus upgrade gopayplus upgrade gopayplus selalu ditolak alasan sudah terdaftar sudah ajukan laporan tapi tidak mendapatkan penyelesaian
"maaf!!! saya baru pemula memakai apk GoPay, berbuhumg baru belajar mengunakan Gopay maka saya beri bintang 🌟🌟🌟",maaf saya baru pemula memakai GoPay berbuhumg baru belajar mengunakan Gopay maka saya beri bintang
"banyak banget hadiah nya, ada game juga seru banget deh pokoknya",banyak banget hadiah game juga seru banget pokoknya
terpercaya dan aman,terpercaya aman
Good Job..GOPAY Sangat Membantu..,Good JobGOPAY Sangat Membantu
"e wallet sampah, masa kirim uang ke e wallet lain udah dipotong admin 1000 dipotong lagi 1000 nya di e wallet tujuan cuihhh",wallet sampah masa kirim uang wallet lain udah dipotong admin 1000 dipotong lagi 1000 wallet tujuan cuihhh
bagus bngt,bagus bngt
"Terimakasih Gopay, Pertahankan Fiturnya dengan Banyak orang menggunakan aplikasi gopay untuk transaksi yang mudah aman, Dan terpercaya selalu up grade buat kualitas Gopay dan Terbaik Sepanjang masa",Terimakasih Gopay Pertahankan Fiturnya dengan Banyak orang menggunakan aplikasi gopay untuk transaksi yang mudah aman terpercaya selalu grade buat kualitas Gopay Terbaik Sepanjang masa
semoga membantu,semoga membantu
sangat keren gopay,sangat keren gopay
Mantap👍,Mantap
mudah,mudah
the bestttttt,bestttttt
sudah pakai lama... bagus dan update terus.,sudah pakai lama bagus update terus
sangat membantu dalam pembelian pembayaran dan transfer uang,sangat membantu dalam pembelian pembayaran transfer uang
bugus bungut yu kurun bungut😹,bugus bungut kurun bungut
apk yang paling sering gangguan dan bermasalah,yang paling sering gangguan bermasalah
suka dengan pelayanan,suka dengan pelayanan
KECEWA !!! TRANSAKSI GAGAL TANPA ADA PENGEMBALIAN DANA.,KECEWA TRANSAKSI GAGAL TANPA PENGEMBALIAN DANA
enak bgt,enak
"pertama kali unduh dan pakai gopay, ngetest doang , transaksi dibawah sepuluh ribu rupiah aja sudah ngibul gimana lebih dari itu ,dari semalam top up KAI commuter sampai siang ini gak tambah saldo KAI commuter nya padahal dibawah 10 ribu perak,jadi mending saya pakai aplikasi yang lain yg lebih fair dan mutualisme,masukin ke keranjang sampah aja nih aplikasi....",pertama kali unduh pakai gopay ngetest doang transaksi dibawah sepuluh ribu rupiah sudah ngibul gimana lebih dari dari semalam commuter sampai siang tambah saldo commuter padahal dibawah ribu perakjadi mending saya pakai aplikasi yang lain lebih fair mutualismemasukin keranjang sampah aplikasi
"ini apk nya sgt bagus, lancar lancar ae sih",bagus lancar lancar
ram 2-3 tidak bisa melihat gambar dengan jelas,tidak bisa melihat gambar dengan jelas
wow iya allaahhh,allaahhh
"aplikasi bapuk ga jauh dari kesalahan teknis,sinyal bagus tapi di gopay sinyal lemah,perbaiki dong bug nya,kalo mau kepake aplikasinya",aplikasi bapuk jauh dari kesalahan teknissinyal bagus tapi gopay sinyal lemahperbaiki dong nyakalo kepake aplikasinya
Mantul,Mantul
aku rekomendasikan yhh gopay kenapa harus koin dapet nya bukan duit sayang banget apk sebagus ini kaya gitu🥲,rekomendasikan gopay kenapa harus koin dapet bukan duit sayang banget sebagus kaya gitu
worth it,worth
yak sipp,sipp
sangat puasdan aman,sangat puasdan aman
"aplikasinya kadang eror, saya mau transfer gak bisa, udah 3 hari katanya eror",aplikasinya kadang eror saya transfer bisa udah hari katanya eror
"mohon Kepada pihak Gopay, Kenapa akun gopay saya hilang dan saat login malahan ulang dari awal , Permasalahan nya itu ,saldo saya yg didalam nya ikut hilang .",mohon Kepada pihak Gopay Kenapa akun gopay saya hilang saat login malahan ulang dari awal Permasalahan saldo saya didalam ikut hilang
apsih gk jelas setiap mau transaksi selalu ganguan,apsih jelas setiap transaksi selalu ganguan
mantap aku suka aplikasinya,mantap suka aplikasinya
GoPay banking online no 1 di Indonesia 🇲🇨,GoPay banking online Indonesia
"aman dan terpercaya,terima kasih bosku",aman terpercayaterima kasih bosku
sangat membantu sekali saat kita ada kebutuhan mendesak,sangat membantu sekali saat kita kebutuhan mendesak
"sangat baik memuaskan,dan lancar",sangat baik memuaskandan lancar
lancar jaya,lancar jaya
tinggal aktif kan gopay later nya,tinggal aktif gopay later
apk nya keren,keren
bagus dan bisa membantu,bagus bisa membantu
"baru pakai, belum tau kedepannya gimana",baru pakai belum kedepannya gimana
bagus aman dan terpercaya terima kasih Gopay,bagus aman terpercaya terima kasih Gopay
sangat rekomendasi,sangat rekomendasi
moga aja bagus,moga bagus
sumpah yah pakai gopay tuh jdinya mempermudah teansaksi apapun loh gaa ngeleg atau apapun itu dan yang pasti kalo mau transfer kemanapun bisa banget pokoknya bagus deh..;),sumpah pakai gopay jdinya mempermudah teansaksi apapun ngeleg atau apapun yang pasti kalo transfer kemanapun bisa banget pokoknya bagus
bagus sekali sayangnya saya belum punya KTP jadi gak bisa upgrade ke gopay plus tapi saya tetap kasih bintang lima kok 😊,bagus sekali sayangnya saya belum punya jadi bisa upgrade gopay plus tapi saya tetap kasih bintang lima
"Dikasi limit pinjam cm 200..Pas mau tarek lsg ditolak,bagusan gak usa kasi limit..Gak kyk sebelah kasi lsg jutaan bs lsg tarek..",Dikasi limit pinjam 200Pas tarek ditolakbagusan kasi limitGak sebelah kasi jutaan tarek
apk sO SWEET SERBA MUDAH DAN MURRRAAAH,SWEET SERBA MUDAH MURRRAAAH
"mau update ke plus susah nya minta ampun selalu gagal,,mau komplain susah ,gak ada live chat yang bisa meyelesaikn masalah,minta bantuan jawaban nya berbelit belit gak ada penyelesaian masalah!",update plus susah minta ampun selalu gagalmau komplain susah live chat yang bisa meyelesaikn masalahminta bantuan jawaban berbelit belit penyelesaian masalah
soal pinjaman ..bayar gak pernah telat waktu pinjam lagi kok di tolak...sistemnya Anah.....JD kecewa sistem gopay pinjam ni.,soal pinjaman bayar pernah telat waktu pinjam lagi tolaksistemnya AnahJD kecewa sistem gopay pinjam
bgs sekali,sekali
sanget membaik apk nya terimakasih semua lebih gampang,sanget membaik terimakasih semua lebih gampang
"hadeh setiap transaksi selalu gagal ""tidak bisa lanjutin transaksi ini"" terus mau login gagal terus,emang gajelas ini aplikasi gopay lawak",hadeh setiap transaksi selalu gagal tidak bisa lanjutin transaksi terus login gagal terusemang gajelas aplikasi gopay lawak
"terbaik, 26-12-2025",terbaik 26122025
layanan cepat dan banyak sekali chasback,layanan cepat banyak sekali chasback
"baguss banget sih,penggunaan juga mudah,banyak promonya dan fitur game mini yang bisa hasilin koin tambahan. Untuk perihal top up,tf,dan berbagai pembelian atau transaksi juga ngga banyak adminnya.saya sangat suka tapi tolong ya min.ini kayanya makin di update makin ngebug ya,kadang keluar sendiri,kadang jadi blank di layar putih semua,kadang juga masuk sesi promo gabisa di buka.prbaiki sedikit lagi ya min..",baguss banget sihpenggunaan juga mudahbanyak promonya fitur game mini yang bisa hasilin koin tambahan Untuk perihal uptfdan berbagai pembelian atau transaksi juga ngga banyak adminnyasaya sangat suka tapi tolong minini kayanya makin update makin ngebug yakadang keluar sendirikadang jadi blank layar putih semuakadang juga masuk sesi promo gabisa bukaprbaiki sedikit lagi
bagus ga harus premium dah bisa tf,bagus harus premium bisa
sangat membantu dan mempermudah semuanya like it like it,sangat membantu mempermudah semuanya like like
keren promonya,keren promonya
berfungsi dengan baik,berfungsi dengan baik
tf nya sangat lancar dan mudah,sangat lancar mudah
👍🏻👍🏻👍🏻👍🏻👍🏿👍🏿👍🏿,
top up murahhhhh,murahhhhh
sangat membantu memudahkan transaksi,sangat membantu memudahkan transaksi
mantappp bosss,mantappp bosss
bagus sekali apk nya,bagus sekali
good application for E-walet.,good application Ewalet
beneran gratis mantap murah,beneran gratis mantap murah
sangat berguna dan sangat memudahkan urusan keuwangan dan penyimpanan.sangt berguna🥰😘,sangat berguna sangat memudahkan urusan keuwangan penyimpanansangt berguna
"saya suka pakai gopay,buat transfer begitu lancar,bebas admin",saya suka pakai gopaybuat transfer begitu lancarbebas admin
mantap bisa buat dapet skin di ml,mantap bisa buat dapet skin
gak usah dijelasin coba aja sendiri,usah dijelasin coba sendiri
aku suka dengan aplikasi nyaa🥰,suka dengan aplikasi nyaa
aplikasi yang bergunaa👍👍👍👍,aplikasi yang bergunaa
sangat membantu menggunakan gopay terimasihh......,sangat membantu menggunakan gopay terimasihh
"Aplikasinya bagus tolong ini kenapa tidak bisa login padahal sinyal aman, pastikan saldo aman",Aplikasinya bagus tolong kenapa tidak bisa login padahal sinyal aman pastikan saldo aman
yyyyy suka banget,yyyyy suka banget
mudah banget buat transfer ke temen,mudah banget buat transfer temen
respon pengaduan sangat tidak memuaskan.,respon pengaduan sangat tidak memuaskan
bgus bngt bsa untuk pengiriman apapun,bgus bngt untuk pengiriman apapun
sayang TDK ada dana cicilan di gopay,sayang dana cicilan gopay
saya sudah cukup lama menggunakan aplikasi ini. sangat berguna dan cukup simpel. Beberapa minggu akhir ini aplikasinya selalu tertutup sendiri apalagi kalau saat memberi makan kucingku. saya makin suka aplikasi ini selain karena ada game dan gopay pet nya. tapi beberapa minggu ini aplikasinya selalu keluar sendiri. saya tidak bisa memberi makan kucing saya disana. Tolong diperbaiki yaa!.,saya sudah cukup lama menggunakan aplikasi sangat berguna cukup simpel Beberapa minggu akhir aplikasinya selalu tertutup sendiri apalagi kalau saat memberi makan kucingku saya makin suka aplikasi selain karena game gopay tapi beberapa minggu aplikasinya selalu keluar sendiri saya tidak bisa memberi makan kucing saya disana Tolong diperbaiki
nice app,nice
"ini aplikasi lagii bermasalah iaa ,ko tiba tiba aplikasi Gopay saya tidak bisa dibukaa???",aplikasi lagii bermasalah tiba tiba aplikasi Gopay saya tidak bisa dibukaa
tolong ya kk bug ja kenpa makin parah sih sebenar gopay kenapa klau gni cara nya gak puas sih sama apk nya tak uninstal ya sori,tolong kenpa makin parah sebenar gopay kenapa klau cara puas sama uninstal sori
boleh boleh sih katagua,boleh boleh katagua
memudahkan dalam bertransaksi 👍👍👍👍👍,memudahkan dalam bertransaksi
Bagus serasa punya kantor bank berjalan ke seluruh negri,Bagus serasa punya kantor bank berjalan seluruh negri
"bagus sih tapi banyak bug, gapapa kelebihan nya menutupi kekurangan-kekurangannya",bagus tapi banyak gapapa kelebihan menutupi kekurangankekurangannya
sangat membantu dalam segala hal,sangat membantu dalam segala
dpt saldo gratis,saldo gratis
promo di perbanyak,promo perbanyak
mudah dan murah,mudah murah
snagat membantu,snagat membantu
sungguh mantap sekali,sungguh mantap sekali
cukup mudah dan praktis!!!👍,cukup mudah praktis
kenapa kok sering dilay,kenapa sering dilay
sangat. membantu n mudah,sangat membantu mudah
halo gopay kenapa harga pulsa mahal mahal beda dengan apk sebelah suka ada promo diskon. kalo bisa gopay lebih murahin lagi harga pulsa dan banyakin diskon setiap hari pulsa dan paket data. serta kuota gratis admin isi saldo gopay via Alfamart dan Indomaret jadi 3X ya. semoga tim gopay di kabulkan saran dan permintaan saya. maju terus untuk Gopay.,halo gopay kenapa harga pulsa mahal mahal beda dengan sebelah suka promo diskon kalo bisa gopay lebih murahin lagi harga pulsa banyakin diskon setiap hari pulsa paket data serta kuota gratis admin saldo gopay Alfamart Indomaret jadi semoga gopay kabulkan saran permintaan saya maju terus untuk Gopay
gimana si aku gk bisa buka pakai dana gopay nya min ini gimana? tolonglah udah 3 minggu mau pakai dana gopay tapi gk bisa si pakai tolong di perbaiki,gimana bisa buka pakai dana gopay gimana tolonglah udah minggu pakai dana gopay tapi bisa pakai tolong perbaiki
baru masuk langsung dapat duit,baru masuk langsung dapat duit
Terimakasih gopay,Terimakasih gopay
kereeen makin banyak promo nya..semoga makin ditingkat kan lagi kualitas nya semakin baik tambah baik lagiii..🤗,kereeen makin banyak promo nyasemoga makin ditingkat lagi kualitas semakin baik tambah baik lagiii
"app yg sangat bagus,dpt bonus koin harian saat check in app yg tidak ribet,gampang daftar dan gampang digunakan",sangat bagusdpt bonus koin harian saat check tidak ribetgampang daftar gampang digunakan
bagus untuk transfer ke bank mana aja,bagus untuk transfer bank mana
bagus 👍😎,bagus
ribet pakai gopay,ribet pakai gopay
App membatu banget,membatu banget
saldo blom dikembalikan pd transaksi yg gagal.dan tidak ada bukti pengembalian.,saldo blom dikembalikan transaksi gagaldan tidak bukti pengembalian
"semakin di update bukannya makin bagus mala makin buruk, banyak sekali bug nya sampai-sampai saldo koin itu gamasuk jujur kecewa banget sama aplikasi gopay yg sekarang",semakin update bukannya makin bagus mala makin buruk banyak sekali sampaisampai saldo koin gamasuk jujur kecewa banget sama aplikasi gopay sekarang
"Aplikasi yang sangat bagus, mudah dan aman Mantap .. 👍🏻",Aplikasi yang sangat bagus mudah aman Mantap
the best....,best
transaksi lancar jaya,transaksi lancar jaya
GoPay memang bagus..,GoPay memang bagus
godjob,godjob
Alhamdulillah,Alhamdulillah
smga lancar terus hadiah y,smga lancar terus hadiah
mntap bnget,mntap bnget
"bagusan dana ,aplikasi jelek transaksi ribet gk satset",bagusan dana aplikasi jelek transaksi ribet satset
good pokonya,good pokonya
oke boss coi,boss
mantap bnyak diskon,mantap bnyak diskon
pencairan dari gopay merchant berhasil tapi saldonya gak ada. cuma 1 rupiah aja. gimana sih,pencairan dari gopay merchant berhasil tapi saldonya cuma rupiah gimana
maknyos,maknyos
Dulu saya lupa email nomor saya hilang pas ketemu tp ga bisa di pake ke gopay sampai saat ini uang saya yg ada di gopay ga bisa balik mohon di bantu Terima kasih🙏🙏🙏,Dulu saya lupa email nomor saya hilang ketemu bisa pake gopay sampai saat uang saya gopay bisa balik mohon bantu Terima kasih
saya dari dulu pakai gopay tapi belum pernah muncul fitur gapay later jadi males saya sama gopay,saya dari dulu pakai gopay tapi belum pernah muncul fitur gapay later jadi males saya sama gopay
kurang bagus,kurang bagus
bagus dan enak melakukan transaksi,bagus enak melakukan transaksi
"cukup bagus, banyak membantu kegiatan finansial saya pribadi. kekurangan yang ada hanya aplikasi ini berat dan lambat, tolong segera diperbaiki dan ditindaklanjuti",cukup bagus banyak membantu kegiatan finansial saya pribadi kekurangan yang hanya aplikasi berat lambat tolong segera diperbaiki ditindaklanjuti
dengan aplikasi Gopay saya sangat mudah untuk berbelanja,dengan aplikasi Gopay saya sangat mudah untuk berbelanja
banyak promosi,banyak promosi
kereennnnn,kereennnnn
proses mudah,proses mudah
mantap👍,mantap
kenapa gopay ga bisa di buka saya udah instal hapus instal hapus tapu ga bisa di buka gimana,kenapa gopay bisa buka saya udah instal hapus instal hapus tapu bisa buka gimana
DhonyDamara. ok👍👍👍,DhonyDamara
aplikasi yang sangat baik,aplikasi yang sangat baik
sangat baik mngunakan gopay,sangat baik mngunakan gopay
"tolong kalo lupa sandi dan kirim otp bisa lewat email jangan cuman bisa lewat nomor HP SMS atau WhatsApp, bagianmana jika lupa sandi dan nomor yang terdaftar hilang... tolong di perbarui",tolong kalo lupa sandi kirim bisa lewat email jangan cuman bisa lewat nomor atau WhatsApp bagianmana jika lupa sandi nomor yang terdaftar hilang tolong perbarui
Sangat muda pokoknya,Sangat muda pokoknya
everything for you,everything
mantap bisa ngasilin uang,mantap bisa ngasilin uang
tingkatkan ke nyamanan,tingkatkan nyamanan
terimakasih gopay,terimakasih gopay
"bagus,keren, nyaman",baguskeren nyaman
bintang 1 aja dulu kalau dah kembali uang saya tk kasih 5,bintang dulu kalau kembali uang saya kasih
"ini setiap bayar pasti gak bisa ada tulisan ""ada aktivitas gak wajar"" dri dulu udah minta bantuan masih belum aja bisa",setiap bayar pasti bisa tulisan aktivitas wajar dulu udah minta bantuan masih belum bisa
sangat bagus dan mudah di gunakan,sangat bagus mudah gunakan
"Aplikasi GoPay sangat membantu untuk transaksi sehari-hari. Proses transfer cepat, pembayaran mudah, dan tampilannya user-friendly. Jarang mengalami kendala, serta fitur-fiturnya lengkap dan aman. Sangat direkomendasikan.",Aplikasi GoPay sangat membantu untuk transaksi seharihari Proses transfer cepat pembayaran mudah tampilannya userfriendly Jarang mengalami kendala serta fiturfiturnya lengkap aman Sangat direkomendasikan
Sangat bagus mantap,Sangat bagus mantap
👍👍👍👍🔥,
sangat memuaskan mantap 👍👍👍,sangat memuaskan mantap
makin berkembang trs apk nya,makin berkembang
wow pake gopay untung banget,pake gopay untung banget
apa koin nya bisa jdi uang atw ga,koin bisa uang
gopay pinjam saya bermasalah tidak bisa di pakai sama sekali sdngkan sy TDK memiliki tanggungan dmna pun!,gopay pinjam saya bermasalah tidak bisa pakai sama sekali sdngkan memiliki tanggungan dmna
Sangat membantu dalam keuangan saya pribadi,Sangat membantu dalam keuangan saya pribadi
sanggat puas,sanggat puas
sangat sangat bagus,sangat sangat bagus
Gopay keren dah asli,Gopay keren asli
semuanya mudah kalau pake gopay,semuanya mudah kalau pake gopay
"sebagai mitra driver gojek, gopay dan gojek tidak seperti Grab dan ovo finansial atau julo yang bisa meminjam kan modal kesemua driver mudah dan lancar",sebagai mitra driver gojek gopay gojek tidak seperti Grab finansial atau julo yang bisa meminjam modal kesemua driver mudah lancar
aku sangat sukaaa lopyuuuuuu,sangat sukaaa lopyuuuuuu
"aplikasi bug, terhadap gopay pinjaman tidak ada metode pembayaran dan tidak ada metode melihat cicilan yang sudah lunas maupun berjalan. mohon perbaiki sistem bug nya secepatnya. karna sangat merugikan konsumen. update versi terbaru malah bikin ribet. balikin ke sistem yg lama saja",aplikasi terhadap gopay pinjaman tidak metode pembayaran tidak metode melihat cicilan yang sudah lunas maupun berjalan mohon perbaiki sistem secepatnya karna sangat merugikan konsumen update versi terbaru malah bikin ribet balikin sistem lama saja
Gopay baik banget sumpah,Gopay baik banget sumpah
seruu aplikasi ya wajibb download engga nyesell,seruu aplikasi wajibb download engga nyesell
aplikasi sampahhh gak berhuna,aplikasi sampahhh berhuna
kurang cepat pengajuannya harus nunggu lama tapi dari semua program bagus,kurang cepat pengajuannya harus nunggu lama tapi dari semua program bagus
Gopay aplikasi yg keren..,Gopay aplikasi keren
mempermudah untuk transaksi,mempermudah untuk transaksi
"Suka karena semua serba mudah, aplikasi lancar tanpa hambatan. terus jaga dan selalu konsisten dalam memberikan layanan kepada Pengguna.",Suka karena semua serba mudah aplikasi lancar tanpa hambatan terus jaga selalu konsisten dalam memberikan layanan kepada Pengguna
"status transfer udah selesai, tapi uang nya belum masuk. gimana ini???",status transfer udah selesai tapi uang belum masuk gimana
upgrate gopay plus,upgrate gopay plus
terimakasih yah sudah membantu,terimakasih sudah membantu
bagus👍,bagus
terbantu adanya gopay Terima kasih,terbantu adanya gopay Terima kasih
"Ini ada solusi ga si? buat KTP yang sudah diverif di akun lama yang hilang? Rasanya pake Gopay kek 1x seumur hidup. Mana uang saya stuck di akun baru, harus di verif tapi ga bisa gegara masih ke daftar di akun lama saya yang hilang.",solusi buat yang sudah diverif akun lama yang hilang Rasanya pake Gopay seumur hidup Mana uang saya stuck akun baru harus verif tapi bisa gegara masih daftar akun lama saya yang hilang
gemem,gemem
Simpel Namun sayang gopay pinjam susah di acc,Simpel Namun sayang gopay pinjam susah
agk ngeselin sih GK bisa bantu buat pinjaman GK bisa diandalkan KLO lgi darurat.sya akui bagus apk ini GK bikin ribet hanya saja kadang buat apa apk ini KLO hanya bisa begini ajh cuma bisa ngirim doank transfer doank....,ngeselin bisa bantu buat pinjaman bisa diandalkan daruratsya akui bagus bikin ribet hanya saja kadang buat hanya bisa begini cuma bisa ngirim doank transfer doank
sangat bagus. bebas iklan,sangat bagus bebas iklan
top pokoknyaa,pokoknyaa
jelek cs nya gak respon,jelek respon
keren promo,keren promo
manatap,manatap
bintang yg bicara,bintang bicara
"nomor udh gak aktif lagi jadi gak bisa masuk gopey lagi, padahal ada saldo sedikit dan mau di ambil gak bisa , kalau masuk harus ada kode otp , susah bgt rasanya, kecewa rasanya,, beda sama dana, cukup verifikasi wajahnya selesai,,, gak ribet pakai kode otp gak jelas",nomor aktif lagi jadi bisa masuk gopey lagi padahal saldo sedikit ambil bisa kalau masuk harus kode susah rasanya kecewa rasanya beda sama dana cukup verifikasi wajahnya selesai ribet pakai kode jelas
Gopay memang mantap top habis,Gopay memang mantap habis
tiga aja dulu,tiga dulu
sngat memuaskan,sngat memuaskan
bagus bangat,bagus bangat
love,love
simpel dan mudah,simpel mudah
"tolong dong buat admin lebih di kembangin lagi sistem keamanan nya, uang saya ludes di app gopay ini tanpa ada tangan saya langsung yang bertransaksi tiba tiba ada notif masuk transaksi berhasil, oadahal saya sama sekali ga melakukan transaksi dan juga berlangganan app, tolong banget kebih di oerhatikan saya merasa di rugikan dengan hal yang seperti ini!!! uang yang saya hasilkan sebagai kerja keras malah hilang tnapa jejak",tolong dong buat admin lebih kembangin lagi sistem keamanan uang saya ludes gopay tanpa tangan saya langsung yang bertransaksi tiba tiba notif masuk transaksi berhasil oadahal saya sama sekali melakukan transaksi juga berlangganan tolong banget kebih oerhatikan saya merasa rugikan dengan yang seperti uang yang saya hasilkan sebagai kerja keras malah hilang tnapa jejak
sangat mempermudah,sangat mempermudah
sukaaa,sukaaa
sangat membantu. terbaikk!,sangat membantu terbaikk
gopay selalu di hati mantapp makasih kuota dengan harga saturupiahnyah,gopay selalu hati mantapp makasih kuota dengan harga saturupiahnyah
gajelas,gajelas
masih banyak kesalahan yang harus di perbaiki,masih banyak kesalahan yang harus perbaiki
aplikasi nya bagus bisa topup game pokok nya suru deh jangan lupa unduh aplikasi ini 👍,aplikasi bagus bisa topup game pokok suru jangan lupa unduh aplikasi
sangat direkomendasikan waa,sangat direkomendasikan
sudah pernah pinjam dan sudah lunas tapi masih tetap aja ditolak. jangan kasih notifikasi lagi kalau tidak mau kasih pinjaman,sudah pernah pinjam sudah lunas tapi masih tetap ditolak jangan kasih notifikasi lagi kalau tidak kasih pinjaman
"GO-PAY Oohh GO-PAY (A)Ku(N)Jaga Dan (A)Ku(N) Rawat Karena Kita Saling Memahami Dan You Satu"" Nya Apk Yg Sangat Fleksible Responsip Dan Yang Paling TREND Di Zaman Now... Tapi Sudah 5 Bulan ini Kenapa (A)ku(N) Di Review Teruzz... Rindu Rasa Nya BerSelancar Lagi Dengan Mu GO-PAY 💔💔",GOPAY Oohh GOPAY AKuNJaga AKuN Rawat Karena Kita Saling Memahami Satu Sangat Fleksible Responsip Yang Paling TREND Zaman Tapi Sudah Bulan Kenapa AkuN Review Teruzz Rindu Rasa BerSelancar Lagi Dengan GOPAY
manta,manta
bagus aplikasi nya,bagus aplikasi
Sipppp,Sipppp
"mudah dan ga ribet dipakainya, cukup pakai HP",mudah ribet dipakainya cukup pakai
saya kalo mau tf tidak bisa harus makai ktp,saya kalo tidak bisa harus makai
praktis dan cepat proses pembayaran nya,praktis cepat proses pembayaran
tidak bisa login,tidak bisa login
"Suka banget sama gopay apalagi sering ngasih diskon WDP, kalo bisa sering sering ngasih diskon MLBB nya!",Suka banget sama gopay apalagi sering ngasih diskon kalo bisa sering sering ngasih diskon MLBB
"manfaat banget, login nya gak susah",manfaat banget login susah
mantap gopay mudah aman murah gak ribet teten jangan ragu ayo pakai gopay pasti lebih mantap.👍👍👍,mantap gopay mudah aman murah ribet teten jangan ragu pakai gopay pasti lebih mantap
"saya disini berkomentar secara jujur, dan tidak ada merendahkan aplikasi ini. menurut saya aplikasi bagus bagus aja, tapi kenapa kadang uang saya terpotong sendiri dan saya sedang tidak melakukan transaksi pembayaran, kemana uang saya? bukan sekali dua kali, kalau tadi satu kali masi bisa dimaklumi... tapi ini? ah... tolonglah, saya masi pelajar, masa uangnya sudah dikorup😌😌😌(bercanda ya minn, tapi mohon diperbaiki)",saya disini berkomentar secara jujur tidak merendahkan aplikasi menurut saya aplikasi bagus bagus tapi kenapa kadang uang saya terpotong sendiri saya sedang tidak melakukan transaksi pembayaran kemana uang saya bukan sekali kali kalau tadi satu kali masi bisa dimaklumi tapi tolonglah saya masi pelajar masa uangnya sudah dikorupbercanda minn tapi mohon diperbaiki
sangat bagusss,sangat bagusss
sangat bagus🤝,sangat bagus
sukses slalu,sukses slalu
seandainya top up di Alfamart tidak dikenakan biaya,seandainya Alfamart tidak dikenakan biaya
gopay bukan nya aman malah kalian la pencuri sebenarnya gila saldo bisa ilang 950k lenyap tanpa transaksi apa pun,gopay bukan aman malah kalian pencuri sebenarnya gila saldo bisa ilang 950k lenyap tanpa transaksi
app nya bagus jdi gampang kalau tf,bagus gampang kalau
kesini cuman gagara Persib ok sekarang saya pakai gopay,kesini cuman gagara Persib sekarang saya pakai gopay
KEBANYAKAN BUGG!!,KEBANYAKAN BUGG
sangat puas dgn apk in,sangat puas
"Alhamdulillah, terimakasih, sangat bagus",Alhamdulillah terimakasih sangat bagus
mantap Good job terimakasih,mantap Good terimakasih
saya sudah top up ff dari gopay pembayaran berhasil tapi diamondnya belum masuk masuk gimana ini,saya sudah dari gopay pembayaran berhasil tapi diamondnya belum masuk masuk gimana
bagus banget aku puas,bagus banget puas
saya sudah 1 tahun lebih menggunakan gopay dan perbulan nya saya melakukan transaksi 5-6 juta tapi fitur pinjaman nya selalu menolak pendaftaran saya tolong lh sistem tau Kalau saya melakukan transaksi setiap bulan masa sekedar pinjaman setiap mengajukan di tolak,saya sudah tahun lebih menggunakan gopay perbulan saya melakukan transaksi juta tapi fitur pinjaman selalu menolak pendaftaran saya tolong sistem Kalau saya melakukan transaksi setiap bulan masa sekedar pinjaman setiap mengajukan tolak
akun saya kenapa tidak bisa login asal mau login selalu disuruh update aplikasi atau download ulang melalui aplikasi resmi,akun saya kenapa tidak bisa login asal login selalu disuruh update aplikasi atau download ulang melalui aplikasi resmi
okeh banget,okeh banget
baru 3 bintang saya ksih,baru bintang saya ksih
saya menyukai afikasi gopay,saya menyukai afikasi gopay
amannn aman ajaaa,amannn aman ajaaa
"Kenapa Saya Bertransaksi Gabisa,Kirim Ke Bank Maupun QR.. Kalau Bisa Dibantu Saya Tambah Bintang 5",Kenapa Saya Bertransaksi GabisaKirim Bank Maupun Kalau Bisa Dibantu Saya Tambah Bintang
saya tidk bisa masuk ke gopay padahal udh di downdload mulu dari playstore tapi tetep gak bisa,saya tidk bisa masuk gopay padahal downdload mulu dari playstore tapi tetep bisa
sulit,sulit
cepat respon nya semoga selalu bermanfaat untuk saya dan orang lain Aamiin 🤲,cepat respon semoga selalu bermanfaat untuk saya orang lain Aamiin
"mantap, sangat membantu",mantap sangat membantu
aplikasi yang sangat membantu,aplikasi yang sangat membantu
gopey emang yg selalu terbaik,gopey emang selalu terbaik
aplikasi nya bagus dan banyak hadiah nya dan sangat murah jika top up game di sini pokok nya kedepan nya harus lebih baik lagi,aplikasi bagus banyak hadiah sangat murah jika game sini pokok kedepan harus lebih baik lagi
"selalu ""ada aktivitas tidak wajar"", dilaporkan diminta tunggu 3x24 jam ga ada perubahan",selalu aktivitas tidak wajar dilaporkan diminta tunggu 3x24 perubahan
bytedance itu apa ..saldo sy ga balik,bytedance saldo balik
"rekomendasi saya, tolong tambahkan fitur investasi eMAS kayak sebelah",rekomendasi saya tolong tambahkan fitur investasi eMAS kayak sebelah
bagus aplikasi lancar,bagus aplikasi lancar
baguss bgt,baguss
