Review text,clean_text,normalisasi_text,tokenize,stopword_removal,steming_data,score,label
"bagus mantap,mudah di pahami",bagus mantapmudah pahami,bagus mantapmudah pahami,"['bagus', 'mantapmudah', 'pahami']","['bagus', 'mantapmudah', 'pahami']",bagus mantapmudah paham,2,positive
alooo admin aplikasi dana mau tanya kalau kita pakai fitur Dana+ apakah imbal hasil yang kita dapat Sudah syariah dan tidak mengandung riba,alooo admin aplikasi dana tanya kalau kita pakai fitur dana apakah imbal hasil yang kita dapat sudah syariah tidak mengandung riba,alooo admin aplikasi dana tanya kalau kita pakai fitur dana apakah imbal hasil yang kita dapat sudah syariah tidak mengandung riba,"['alooo', 'admin', 'aplikasi', 'dana', 'tanya', 'kalau', 'kita', 'pakai', 'fitur', 'dana', 'apakah', 'imbal', 'hasil', 'yang', 'kita', 'dapat', 'sudah', 'syariah', 'tidak', 'mengandung', 'riba']","['alooo', 'admin', 'aplikasi', 'dana', 'pakai', 'fitur', 'dana', 'imbal', 'hasil', 'syariah', 'mengandung', 'riba']",alooo admin aplikasi dana pakai fitur dana imbal hasil syariah kandung riba,5,positive
SANGAT MEMBANTU SY DG CEPAT,sangat membantu cepat,sangat membantu cepat,"['sangat', 'membantu', 'cepat']","['membantu', 'cepat']",bantu cepat,6,positive
Lebih praktis dengan dana Untuk belanja yang tidak terlalu banyak Duitnya bisa di hp saja di saldo dana,lebih praktis dengan dana untuk belanja yang tidak terlalu banyak duitnya bisa saja saldo dana,lebih praktis dengan dana untuk belanja yang tidak terlalu banyak duitnya bisa saja saldo dana,"['lebih', 'praktis', 'dengan', 'dana', 'untuk', 'belanja', 'yang', 'tidak', 'terlalu', 'banyak', 'duitnya', 'bisa', 'saja', 'saldo', 'dana']","['praktis', 'dana', 'belanja', 'duitnya', 'saldo', 'dana']",praktis dana belanja duit saldo dana,16,positive
masukan saya program beta,masukan saya program beta,masukan saya program beta,"['masukan', 'saya', 'program', 'beta']","['masukan', 'program', 'beta']",masuk program beta,-6,negative
saya sangat kecewa karena dana cicil saya ini tidak berfungsi padahal seluruh tagihan sudah saya lunasi,saya sangat kecewa karena dana cicil saya tidak berfungsi padahal seluruh tagihan sudah saya lunasi,saya sangat kecewa karena dana cicil saya tidak berfungsi padahal seluruh tagihan sudah saya lunasi,"['saya', 'sangat', 'kecewa', 'karena', 'dana', 'cicil', 'saya', 'tidak', 'berfungsi', 'padahal', 'seluruh', 'tagihan', 'sudah', 'saya', 'lunasi']","['kecewa', 'dana', 'cicil', 'berfungsi', 'tagihan', 'lunasi']",kecewa dana cicil fungsi tagih lunas,1,positive
sangan mudah dan lebih simpel,sangan mudah lebih simpel,sangan mudah lebih simpel,"['sangan', 'mudah', 'lebih', 'simpel']","['sangan', 'mudah', 'simpel']",sangan mudah simpel,7,positive
aplikasi kalau sudah nama nya besar cuan gitu seenaknya saya ga bisa login no saya sudah hangus .tapi bulan kemaren masih bisa di pake cuman verifikasi wajah sekarang Minta OTT tau g OTP ga ke buka hebat republik kapitalis.aplikasi lain masih bisa dn mudah .moga menurun jmlh pelanggan nya hidup DANA .ges paeh mang dana di lembur aing mh🙄😄,aplikasi kalau sudah nama besar cuan gitu seenaknya saya bisa login saya sudah hangus tapi bulan kemaren masih bisa pake cuman verifikasi wajah sekarang minta buka hebat republik kapitalisaplikasi lain masih bisa mudah moga menurun jmlh pelanggan hidup dana paeh mang dana lembur aing,aplikasi kalau sudah nama besar cuan begitu seenaknya saya bisa login saya sudah hangus tapi bulan kemarin masih bisa pakai cuman verifikasi wajah sekarang meminta buka hebat republik kapitalisaplikasi lain masih bisa mudah moga menurun jmlh pelanggan hidup dana paeh memang dana lembur aing,"['aplikasi', 'kalau', 'sudah', 'nama', 'besar', 'cuan', 'begitu', 'seenaknya', 'saya', 'bisa', 'login', 'saya', 'sudah', 'hangus', 'tapi', 'bulan', 'kemarin', 'masih', 'bisa', 'pakai', 'cuman', 'verifikasi', 'wajah', 'sekarang', 'meminta', 'buka', 'hebat', 'republik', 'kapitalisaplikasi', 'lain', 'masih', 'bisa', 'mudah', 'moga', 'menurun', 'jmlh', 'pelanggan', 'hidup', 'dana', 'paeh', 'memang', 'dana', 'lembur', 'aing']","['aplikasi', 'nama', 'cuan', 'login', 'hangus', 'kemarin', 'pakai', 'cuman', 'verifikasi', 'wajah', 'buka', 'hebat', 'republik', 'kapitalisaplikasi', 'mudah', 'moga', 'menurun', 'jmlh', 'pelanggan', 'hidup', 'dana', 'paeh', 'dana', 'lembur', 'aing']",aplikasi nama cuan login hangus kemarin pakai cuman verifikasi wajah buka hebat republik kapitalisaplikasi mudah moga turun jmlh langgan hidup dana paeh dana lembur aing,14,positive
good apps,good apps,good apps,"['good', 'apps']","['good', 'apps']",good apps,5,positive
sangat bagus kinerjanya,sangat bagus kinerjanya,sangat bagus kinerjanya,"['sangat', 'bagus', 'kinerjanya']","['bagus', 'kinerjanya']",bagus kerja,4,positive
"dg dana semua lancar, walaupun aku blm bisa menikmati dana kaget",dana semua lancar walaupun bisa menikmati dana kaget,dana semua lancar walaupun bisa menikmati dana kaget,"['dana', 'semua', 'lancar', 'walaupun', 'bisa', 'menikmati', 'dana', 'kaget']","['dana', 'lancar', 'menikmati', 'dana', 'kaget']",dana lancar nikmat dana kaget,18,positive
"kenapa yah, di oppo a37 gk bsa kebuka. Apa karna ram nya terlalu kecil. Sehingga gk bsa kebuka...",kenapa oppo kebuka karna terlalu kecil sehingga kebuka,kenapa oppo kebuka karena terlalu kecil sehingga kebuka,"['kenapa', 'oppo', 'kebuka', 'karena', 'terlalu', 'kecil', 'sehingga', 'kebuka']","['oppo', 'kebuka', 'kebuka']",oppo buka buka,6,positive
dana cicil saya kenapa g bisa di buka padahal sudah muncul,dana cicil saya kenapa bisa buka padahal sudah muncul,dana cicil saya kenapa bisa buka padahal sudah muncul,"['dana', 'cicil', 'saya', 'kenapa', 'bisa', 'buka', 'padahal', 'sudah', 'muncul']","['dana', 'cicil', 'buka', 'muncul']",dana cicil buka muncul,8,positive
sangat membantu dan tidak ribet.,sangat membantu tidak ribet,sangat membantu tidak ribet,"['sangat', 'membantu', 'tidak', 'ribet']","['membantu', 'ribet']",bantu ribet,-1,negative
mantap sangat memuaskan,mantap sangat memuaskan,mantap sangat memuaskan,"['mantap', 'sangat', 'memuaskan']","['mantap', 'memuaskan']",mantap muas,10,positive
cepat nyampe uang nya,cepat nyampe uang,cepat sampai uang,"['cepat', 'sampai', 'uang']","['cepat', 'uang']",cepat uang,3,positive
aplikasi dana makin lama makin susah...percuma ada fitur dana cicil....tapi tidak bisa di guna kan...mending hapus aja fitur dana cicil nya..🙏🙏🙏,aplikasi dana makin lama makin susahpercuma fitur dana ciciltapi tidak bisa guna kanmending hapus fitur dana cicil,aplikasi dana makin lama makin susahpercuma fitur dana ciciltapi tidak bisa guna kanmending hapus fitur dana cicil,"['aplikasi', 'dana', 'makin', 'lama', 'makin', 'susahpercuma', 'fitur', 'dana', 'ciciltapi', 'tidak', 'bisa', 'guna', 'kanmending', 'hapus', 'fitur', 'dana', 'cicil']","['aplikasi', 'dana', 'susahpercuma', 'fitur', 'dana', 'ciciltapi', 'kanmending', 'hapus', 'fitur', 'dana', 'cicil']",aplikasi dana susahpercuma fitur dana ciciltapi kanmending hapus fitur dana cicil,5,positive
tidak bisa transaksi gimna ya kak,tidak bisa transaksi gimna,tidak bisa transaksi bagaimana,"['tidak', 'bisa', 'transaksi', 'bagaimana']",['transaksi'],transaksi,4,positive
berguna bangettt,berguna bangettt,berguna banget,"['berguna', 'banget']","['berguna', 'banget']",guna banget,2,positive
"penggunaan nya mudah , tapi saya ingin aktifin fitur dana cicil kesulitan, tidak bisa aktivasi",penggunaan mudah tapi saya ingin aktifin fitur dana cicil kesulitan tidak bisa aktivasi,penggunaan mudah tapi saya ingin aktifin fitur dana cicil kesulitan tidak bisa aktivasi,"['penggunaan', 'mudah', 'tapi', 'saya', 'ingin', 'aktifin', 'fitur', 'dana', 'cicil', 'kesulitan', 'tidak', 'bisa', 'aktivasi']","['penggunaan', 'mudah', 'aktifin', 'fitur', 'dana', 'cicil', 'kesulitan', 'aktivasi']",guna mudah aktifin fitur dana cicil sulit aktivasi,11,positive
selamat,selamat,selamat,['selamat'],['selamat'],selamat,5,positive
saya kasih bintang 5 tapi ada syarat saya ngga bisa buka akun dana yang premium dinkarenakan HP saya ilang di maling tapi saya ingat nomer dana nya tapi pas login di suruh minta kode OTP trus saya ngga bisa login dong klw di minta kode OTP nya kan kartu nya juga hilang tolong bantuan nya klw GMAIL nya saya ingat!!,saya kasih bintang tapi syarat saya ngga bisa buka akun dana yang premium dinkarenakan saya ilang maling tapi saya ingat nomer dana tapi login suruh minta kode trus saya ngga bisa login dong minta kode kartu juga hilang tolong bantuan gmail saya ingat,saya kasih bintang tapi syarat saya tidak bisa buka akun dana yang premium dinkarenakan saya hilang maling tapi saya ingat nomer dana tapi login suruh meminta kode terus saya tidak bisa login dong meminta kode kartu juga hilang tolong bantuan gmail saya ingat,"['saya', 'kasih', 'bintang', 'tapi', 'syarat', 'saya', 'tidak', 'bisa', 'buka', 'akun', 'dana', 'yang', 'premium', 'dinkarenakan', 'saya', 'hilang', 'maling', 'tapi', 'saya', 'ingat', 'nomer', 'dana', 'tapi', 'login', 'suruh', 'meminta', 'kode', 'terus', 'saya', 'tidak', 'bisa', 'login', 'dong', 'meminta', 'kode', 'kartu', 'juga', 'hilang', 'tolong', 'bantuan', 'gmail', 'saya', 'ingat']","['kasih', 'bintang', 'syarat', 'buka', 'akun', 'dana', 'premium', 'dinkarenakan', 'hilang', 'maling', 'nomer', 'dana', 'login', 'suruh', 'kode', 'login', 'kode', 'kartu', 'hilang', 'tolong', 'bantuan', 'gmail']",kasih bintang syarat buka akun dana premium dinkarenakan hilang maling nomer dana login suruh kode login kode kartu hilang tolong bantu gmail,19,positive
tolong aktifkan dana instan,tolong aktifkan dana instan,tolong aktifkan dana instan,"['tolong', 'aktifkan', 'dana', 'instan']","['tolong', 'aktifkan', 'dana', 'instan']",tolong aktif dana instan,9,positive
lumayan tppi sayang dana instan nggk muncul muncul,lumayan tppi sayang dana instan nggk muncul muncul,lumayan tppi sayang dana instan tidak muncul muncul,"['lumayan', 'tppi', 'sayang', 'dana', 'instan', 'tidak', 'muncul', 'muncul']","['lumayan', 'tppi', 'sayang', 'dana', 'instan', 'muncul', 'muncul']",lumayan tppi sayang dana instan muncul muncul,10,positive
sangat bermanfaat bgt,sangat bermanfaat,sangat bermanfaat,"['sangat', 'bermanfaat']",['bermanfaat'],manfaat,5,positive
aplikasi yang ribet susah untuk masuk ke akun sendiri perihal nomor hilang padahal sudah jelas wajah sudah ada tetap minta kode tidak kaya aplikasi lain yang mudah untuk di perbaiki pas perihal nomor hilang .,aplikasi yang ribet susah untuk masuk akun sendiri perihal nomor hilang padahal sudah jelas wajah sudah tetap minta kode tidak kaya aplikasi lain yang mudah untuk perbaiki perihal nomor hilang,aplikasi yang ribet susah untuk masuk akun sendiri perihal nomor hilang padahal sudah jelas wajah sudah tetap meminta kode tidak kayak aplikasi lain yang mudah untuk perbaiki perihal nomor hilang,"['aplikasi', 'yang', 'ribet', 'susah', 'untuk', 'masuk', 'akun', 'sendiri', 'perihal', 'nomor', 'hilang', 'padahal', 'sudah', 'jelas', 'wajah', 'sudah', 'tetap', 'meminta', 'kode', 'tidak', 'kayak', 'aplikasi', 'lain', 'yang', 'mudah', 'untuk', 'perbaiki', 'perihal', 'nomor', 'hilang']","['aplikasi', 'ribet', 'susah', 'masuk', 'akun', 'perihal', 'nomor', 'hilang', 'wajah', 'kode', 'kayak', 'aplikasi', 'mudah', 'perbaiki', 'perihal', 'nomor', 'hilang']",aplikasi ribet susah masuk akun perihal nomor hilang wajah kode kayak aplikasi mudah baik perihal nomor hilang,-11,negative
untuk menyisihkan uang,untuk menyisihkan uang,untuk menyisihkan uang,"['untuk', 'menyisihkan', 'uang']","['menyisihkan', 'uang']",sisih uang,-2,negative
sangat terpercaya,sangat terpercaya,sangat terpercaya,"['sangat', 'terpercaya']",['terpercaya'],percaya,2,positive
nice,nice,nice,['nice'],['nice'],nice,4,positive
"kenapa dana cicil saya gak bisa digunakan ya tidak bisa diaktivisasikan kenapa ,trus sering warna putih aja it kenapa ya",kenapa dana cicil saya bisa digunakan tidak bisa diaktivisasikan kenapa trus sering warna putih kenapa,kenapa dana cicil saya bisa digunakan tidak bisa diaktivisasikan kenapa terus sering warna putih kenapa,"['kenapa', 'dana', 'cicil', 'saya', 'bisa', 'digunakan', 'tidak', 'bisa', 'diaktivisasikan', 'kenapa', 'terus', 'sering', 'warna', 'putih', 'kenapa']","['dana', 'cicil', 'diaktivisasikan', 'warna', 'putih']",dana cicil diaktivisasikan warna putih,0,neutral
"Entah aplikasi apaan ini keamanan nya lemah bangat busuk bangat, Saldo saya bisa hilang sendiri nya, di kasih bintang 1juga gak layak aplikasi ini",entah aplikasi apaan keamanan lemah bangat busuk bangat saldo saya bisa hilang sendiri kasih bintang juga layak aplikasi,entah aplikasi apaan keamanan lemah banget busuk banget saldo saya bisa hilang sendiri kasih bintang juga layak aplikasi,"['entah', 'aplikasi', 'apaan', 'keamanan', 'lemah', 'banget', 'busuk', 'banget', 'saldo', 'saya', 'bisa', 'hilang', 'sendiri', 'kasih', 'bintang', 'juga', 'layak', 'aplikasi']","['aplikasi', 'keamanan', 'lemah', 'banget', 'busuk', 'banget', 'saldo', 'hilang', 'kasih', 'bintang', 'layak', 'aplikasi']",aplikasi aman lemah banget busuk banget saldo hilang kasih bintang layak aplikasi,4,positive
sangat bagus dan membantu,sangat bagus membantu,sangat bagus membantu,"['sangat', 'bagus', 'membantu']","['bagus', 'membantu']",bagus bantu,5,positive
tidak bisa masuk padahal sudah bersikan cahce Pas mu masuk kluar sndri,tidak bisa masuk padahal sudah bersikan cahce masuk kluar sndri,tidak bisa masuk padahal sudah bersikan cahce masuk keluar sendiri,"['tidak', 'bisa', 'masuk', 'padahal', 'sudah', 'bersikan', 'cahce', 'masuk', 'keluar', 'sendiri']","['masuk', 'bersikan', 'cahce', 'masuk']",masuk bersikan cahce masuk,-6,negative
ok lumayan berguna tapi sedikit panik taro duit gede gede,lumayan berguna tapi sedikit panik taro duit gede gede,lumayan berguna tapi sedikit panik taro duit gede gede,"['lumayan', 'berguna', 'tapi', 'sedikit', 'panik', 'taro', 'duit', 'gede', 'gede']","['lumayan', 'berguna', 'panik', 'taro', 'duit', 'gede', 'gede']",lumayan guna panik taro duit gede gede,2,positive
terima kasih ya,terima kasih,terima kasih,"['terima', 'kasih']","['terima', 'kasih']",terima kasih,4,positive
membantu,membantu,membantu,['membantu'],['membantu'],bantu,3,positive
fix bug tf ke bank noh,bank,bank,['bank'],['bank'],bank,0,neutral
bagus sekali lancar,bagus sekali lancar,bagus sekali lancar,"['bagus', 'sekali', 'lancar']","['bagus', 'lancar']",bagus lancar,6,positive
"jmbt aplikasi apa ini, gw merasa discam penjual dan ngajuin refund malah dicuekin, kayak gk peka gitu...apalagi Pov Diana: peduli apa gwehh 😂 customer service nya mnyt parah gk ada sama sekali membantu ngerefund atau apalah, pasti dikelola tua Bangka nih apk, sumpah nyesel banget pakai dana gua 5 tahun, gw ganti gopay atau ovo palingan, udh ngikutin instruksi Diana malah makin GK jelas hasilnya",jmbt aplikasi merasa discam penjual ngajuin refund malah dicuekin kayak peka gituapalagi diana peduli gwehh customer service mnyt parah sama sekali membantu ngerefund atau apalah pasti dikelola bangka sumpah nyesel banget pakai dana tahun ganti gopay atau palingan ngikutin instruksi diana malah makin jelas hasilnya,jmbt aplikasi merasa discam penjual mengajukan refund malah dicuekin kayak peka gituapalagi diana peduli gwehh customer service mnyt parah sama sekali membantu ngerefund atau apalah pasti dikelola bangka sumpah menyesal banget pakai dana tahun ganti gopay atau palingan mengikuti instruksi diana malah makin jelas hasilnya,"['jmbt', 'aplikasi', 'merasa', 'discam', 'penjual', 'mengajukan', 'refund', 'malah', 'dicuekin', 'kayak', 'peka', 'gituapalagi', 'diana', 'peduli', 'gwehh', 'customer', 'service', 'mnyt', 'parah', 'sama', 'sekali', 'membantu', 'ngerefund', 'atau', 'apalah', 'pasti', 'dikelola', 'bangka', 'sumpah', 'menyesal', 'banget', 'pakai', 'dana', 'tahun', 'ganti', 'gopay', 'atau', 'palingan', 'mengikuti', 'instruksi', 'diana', 'malah', 'makin', 'jelas', 'hasilnya']","['jmbt', 'aplikasi', 'discam', 'penjual', 'mengajukan', 'refund', 'dicuekin', 'kayak', 'peka', 'gituapalagi', 'diana', 'peduli', 'gwehh', 'customer', 'service', 'mnyt', 'parah', 'membantu', 'ngerefund', 'apalah', 'dikelola', 'bangka', 'sumpah', 'menyesal', 'banget', 'pakai', 'dana', 'ganti', 'gopay', 'palingan', 'mengikuti', 'instruksi', 'diana', 'hasilnya']",jmbt aplikasi discam jual aju refund dicuekin kayak peka gituapalagi ana peduli gwehh customer service mnyt parah bantu ngerefund apa kelola bangka sumpah sesal banget pakai dana ganti gopay paling ikut instruksi ana hasil,6,positive
traksasi nya bagus,traksasi bagus,traksasi bagus,"['traksasi', 'bagus']","['traksasi', 'bagus']",traksasi bagus,2,positive
kenapah sayh GK bisa Atifin dana Cicil yaa tolong di bantu tolong Atifin mohon di bantu,kenapah sayh bisa atifin dana cicil tolong bantu tolong atifin mohon bantu,kenapah sayh bisa atifin dana cicil tolong bantu tolong atifin mohon bantu,"['kenapah', 'sayh', 'bisa', 'atifin', 'dana', 'cicil', 'tolong', 'bantu', 'tolong', 'atifin', 'mohon', 'bantu']","['kenapah', 'sayh', 'atifin', 'dana', 'cicil', 'tolong', 'bantu', 'tolong', 'atifin', 'mohon', 'bantu']",kenapah sayh atifin dana cicil tolong bantu tolong atifin mohon bantu,18,positive
"setelah saya apdate kenapa tidak bisa login, setiap login balik lagi ke menu awal, tolong bantuanya Dana saya belum bisa tolong gmn caranya Dana saya bisa d gunakan",setelah saya apdate kenapa tidak bisa login setiap login balik lagi menu awal tolong bantuanya dana saya belum bisa tolong caranya dana saya bisa gunakan,setelah saya apdate kenapa tidak bisa login setiap login balik lagi menu awal tolong bantuanya dana saya belum bisa tolong caranya dana saya bisa gunakan,"['setelah', 'saya', 'apdate', 'kenapa', 'tidak', 'bisa', 'login', 'setiap', 'login', 'balik', 'lagi', 'menu', 'awal', 'tolong', 'bantuanya', 'dana', 'saya', 'belum', 'bisa', 'tolong', 'caranya', 'dana', 'saya', 'bisa', 'gunakan']","['apdate', 'login', 'login', 'menu', 'tolong', 'bantuanya', 'dana', 'tolong', 'dana']",apdate login login menu tolong bantuanya dana tolong dana,14,positive
"SUKA BAYAR LANGGGANAN TANPA SEPENGETAHUAN (KONFIRMASI) KECEWA KADANG SALDO OTOMATIS KESEDOT, HARUS NYA KASIH TAU DULU BUAT BAYAR LANGGANAN YANG MANA GAK ASAL TRANSAKSI,, KECEWA!!!",suka bayar langgganan tanpa sepengetahuan konfirmasi kecewa kadang saldo otomatis kesedot harus kasih dulu buat bayar langganan yang mana asal transaksi kecewa,suka bayar langgganan tanpa sepengetahuan konfirmasi kecewa kadang saldo otomatis kesedot harus kasih dulu buat bayar langganan yang mana asal transaksi kecewa,"['suka', 'bayar', 'langgganan', 'tanpa', 'sepengetahuan', 'konfirmasi', 'kecewa', 'kadang', 'saldo', 'otomatis', 'kesedot', 'harus', 'kasih', 'dulu', 'buat', 'bayar', 'langganan', 'yang', 'mana', 'asal', 'transaksi', 'kecewa']","['suka', 'bayar', 'langgganan', 'sepengetahuan', 'konfirmasi', 'kecewa', 'kadang', 'saldo', 'otomatis', 'kesedot', 'kasih', 'bayar', 'langganan', 'transaksi', 'kecewa']",suka bayar langgganan tahu konfirmasi kecewa kadang saldo otomatis sedot kasih bayar langgan transaksi kecewa,28,positive
"bagus, sangat membantu dalam bertransaksi 😍",bagus sangat membantu dalam bertransaksi,bagus sangat membantu dalam bertransaksi,"['bagus', 'sangat', 'membantu', 'dalam', 'bertransaksi']","['bagus', 'membantu', 'bertransaksi']",bagus bantu transaksi,9,positive
ini aplikasi kenapa kg bisa kbuka mana ad isinya LG ini gmn haduehh,aplikasi kenapa bisa kbuka mana isinya haduehh,aplikasi kenapa bisa kbuka mana isinya haduehh,"['aplikasi', 'kenapa', 'bisa', 'kbuka', 'mana', 'isinya', 'haduehh']","['aplikasi', 'kbuka', 'isinya', 'haduehh']",aplikasi kbuka isi haduehh,-2,negative
Sesuai Dengan Deskripsi Aplikasi,sesuai dengan deskripsi aplikasi,sesuai dengan deskripsi aplikasi,"['sesuai', 'dengan', 'deskripsi', 'aplikasi']","['sesuai', 'deskripsi', 'aplikasi']",sesuai deskripsi aplikasi,-5,negative
sangat bagus cepat dan murah,sangat bagus cepat murah,sangat bagus cepat murah,"['sangat', 'bagus', 'cepat', 'murah']","['bagus', 'cepat', 'murah']",bagus cepat murah,8,positive
memudahkan dari pada ribet k ATM,memudahkan dari pada ribet,memudahkan dari pada ribet,"['memudahkan', 'dari', 'pada', 'ribet']","['memudahkan', 'ribet']",mudah ribet,0,neutral
"kenapa dana cicil saya tidak bisa di pakek padahal sudah muncul,diaktivasi oun ngak bisa",kenapa dana cicil saya tidak bisa pakek padahal sudah munculdiaktivasi ngak bisa,kenapa dana cicil saya tidak bisa pakai padahal sudah munculdiaktivasi tidak bisa,"['kenapa', 'dana', 'cicil', 'saya', 'tidak', 'bisa', 'pakai', 'padahal', 'sudah', 'munculdiaktivasi', 'tidak', 'bisa']","['dana', 'cicil', 'pakai', 'munculdiaktivasi']",dana cicil pakai munculdiaktivasi,4,positive
MAU MASUK AKUN SENDIRI RIBETTTTT NYAAAAA!!!! KAPOK KAPOK KAPOK AKU PAKE DANA,masuk akun sendiri ribettttt nyaaaaa kapok kapok kapok pake dana,masuk akun sendiri ribettttt nyaaaaa kapok kapok kapok pakai dana,"['masuk', 'akun', 'sendiri', 'ribettttt', 'nyaaaaa', 'kapok', 'kapok', 'kapok', 'pakai', 'dana']","['masuk', 'akun', 'ribettttt', 'nyaaaaa', 'kapok', 'kapok', 'kapok', 'pakai', 'dana']",masuk akun ribettttt nyaaaaa kapok kapok kapok pakai dana,-8,negative
apk buruk ada fitur dana cicil ga bisa di gunakan,buruk fitur dana cicil bisa gunakan,buruk fitur dana cicil bisa gunakan,"['buruk', 'fitur', 'dana', 'cicil', 'bisa', 'gunakan']","['buruk', 'fitur', 'dana', 'cicil']",buruk fitur dana cicil,-1,negative
bagus nyaman di pakai,bagus nyaman pakai,bagus nyaman pakai,"['bagus', 'nyaman', 'pakai']","['bagus', 'nyaman', 'pakai']",bagus nyaman pakai,6,positive
transfer Dana ke Shoppepay Saldo Dana berkurang shopeepay tidak bertambah menghubungi CS Dana diminta menghubungi CS Permata CS Permata minta menghubungi CS Dana kalau tidak profesional tutup saja,transfer dana shoppepay saldo dana berkurang shopeepay tidak bertambah menghubungi dana diminta menghubungi permata permata minta menghubungi dana kalau tidak profesional tutup saja,transfer dana shoppepay saldo dana berkurang shopeepay tidak bertambah menghubungi dana diminta menghubungi permata permata meminta menghubungi dana kalau tidak profesional tutup saja,"['transfer', 'dana', 'shoppepay', 'saldo', 'dana', 'berkurang', 'shopeepay', 'tidak', 'bertambah', 'menghubungi', 'dana', 'diminta', 'menghubungi', 'permata', 'permata', 'meminta', 'menghubungi', 'dana', 'kalau', 'tidak', 'profesional', 'tutup', 'saja']","['transfer', 'dana', 'shoppepay', 'saldo', 'dana', 'berkurang', 'shopeepay', 'bertambah', 'menghubungi', 'dana', 'menghubungi', 'permata', 'permata', 'menghubungi', 'dana', 'profesional', 'tutup']",transfer dana shoppepay saldo dana kurang shopeepay tambah hubung dana hubung permata permata hubung dana profesional tutup,25,positive
hadeuuuhhhh ..,hadeuuuhhhh,hadeuuuhhhh,['hadeuuuhhhh'],['hadeuuuhhhh'],hadeuuuhhhh,0,neutral
memudahkan aktivitas sulit,memudahkan aktivitas sulit,memudahkan aktivitas sulit,"['memudahkan', 'aktivitas', 'sulit']","['memudahkan', 'aktivitas', 'sulit']",mudah aktivitas sulit,4,positive
The best sangat membantu,best sangat membantu,best sangat membantu,"['best', 'sangat', 'membantu']","['best', 'membantu']",best bantu,3,positive
"kak, kenapa dana cicil saya hilang pas unistal apk, saya download lagi tidak ada menghilang?",kenapa dana cicil saya hilang unistal saya download lagi tidak menghilang,kenapa dana cicil saya hilang unistal saya download lagi tidak menghilang,"['kenapa', 'dana', 'cicil', 'saya', 'hilang', 'unistal', 'saya', 'download', 'lagi', 'tidak', 'menghilang']","['dana', 'cicil', 'hilang', 'unistal', 'download', 'menghilang']",dana cicil hilang unistal download hilang,10,positive
tolong dong Adain transaksi untuk pembayaran spaylater,tolong dong adain transaksi untuk pembayaran spaylater,tolong dong mengadakan transaksi untuk pembayaran spaylater,"['tolong', 'dong', 'mengadakan', 'transaksi', 'untuk', 'pembayaran', 'spaylater']","['tolong', 'mengadakan', 'transaksi', 'pembayaran', 'spaylater']",tolong ada transaksi bayar spaylater,12,positive
"mau kirim screnshot bagiamana, buka apk dana aja nga bisa",kirim screnshot bagiamana buka dana bisa,kirim screnshot bagiamana buka dana bisa,"['kirim', 'screnshot', 'bagiamana', 'buka', 'dana', 'bisa']","['kirim', 'screnshot', 'bagiamana', 'buka', 'dana']",kirim screnshot bagiamana buka dana,9,positive
tapi punyaku blm dana cicil bagaimana bisa dana cicil,tapi punyaku dana cicil bagaimana bisa dana cicil,tapi punyaku dana cicil bagaimana bisa dana cicil,"['tapi', 'punyaku', 'dana', 'cicil', 'bagaimana', 'bisa', 'dana', 'cicil']","['punyaku', 'dana', 'cicil', 'dana', 'cicil']",punya dana cicil dana cicil,11,positive
sekarang dana leleet banget... mau transaksi susah masalah mu heran,sekarang dana leleet banget transaksi susah masalah heran,sekarang dana leleet banget transaksi susah masalah heran,"['sekarang', 'dana', 'leleet', 'banget', 'transaksi', 'susah', 'masalah', 'heran']","['dana', 'leleet', 'banget', 'transaksi', 'susah', 'heran']",dana leleet banget transaksi susah heran,10,positive
gooodd lah pokoknya,gooodd pokoknya,gooodd pokoknya,"['gooodd', 'pokoknya']","['gooodd', 'pokoknya']",gooodd pokok,3,positive
geeerrr,geeerrr,geeerrr,['geeerrr'],['geeerrr'],geeerrr,0,neutral
sae pisan,pisan,pisan,['pisan'],['pisan'],pis,0,neutral
baik bnget,baik bnget,baik banget,"['baik', 'banget']",['banget'],banget,1,positive
good job,good,good,['good'],['good'],good,5,positive
Bagus sangat membantu.saya sangat suka sekali dengan apk nya,bagus sangat membantusaya sangat suka sekali dengan,bagus sangat membantusaya sangat suka sekali dengan,"['bagus', 'sangat', 'membantusaya', 'sangat', 'suka', 'sekali', 'dengan']","['bagus', 'membantusaya', 'suka']",bagus membantusaya suka,5,positive
untuk sekrang susah sekali buat transfer ke linkAja tanya ke diana tidak dapat jawaban yang memauaskan malah menujukan transaksi yang sudah makin kesini makin jelek APk👎👎,untuk sekrang susah sekali buat transfer linkaja tanya diana tidak dapat jawaban yang memauaskan malah menujukan transaksi yang sudah makin kesini makin jelek,untuk sekarang susah sekali buat transfer linkaja tanya diana tidak dapat jawaban yang memauaskan malah menujukan transaksi yang sudah makin kesini makin jelek,"['untuk', 'sekarang', 'susah', 'sekali', 'buat', 'transfer', 'linkaja', 'tanya', 'diana', 'tidak', 'dapat', 'jawaban', 'yang', 'memauaskan', 'malah', 'menujukan', 'transaksi', 'yang', 'sudah', 'makin', 'kesini', 'makin', 'jelek']","['susah', 'transfer', 'linkaja', 'diana', 'memauaskan', 'menujukan', 'transaksi', 'kesini', 'jelek']",susah transfer linkaja ana memauaskan tuju transaksi kesini jelek,1,positive
ok pisan,pisan,pisan,['pisan'],['pisan'],pis,0,neutral
