Review text,clean_text,normalisasi_text,tokenize,stopword_removal,steming_data,score,label
sangat memuaskan pelayanan ya cepat dan mudah,sangat memuaskan pelayanan cepat mudah,sangat memuaskan pelayanan cepat mudah,"['sangat', 'memuaskan', 'pelayanan', 'cepat', 'mudah']","['memuaskan', 'pelayanan', 'cepat', 'mudah']",muas layan cepat mudah,14,positive
nyaman dan sukses,nyaman sukses,nyaman sukses,"['nyaman', 'sukses']","['nyaman', 'sukses']",nyaman sukses,7,positive
mantap Uda itu aja شكرًا لك,mantap ,mantap,['mantap'],['mantap'],mantap,5,positive
bagus banget..,bagus banget,bagus banget,"['bagus', 'banget']","['bagus', 'banget']",bagus banget,3,positive
bintag 5 apk nya keren dan mumudah kan kita mantap dah poko nya,bintag keren mumudah kita mantap poko,bintag keren mumudah kita mantap pokok,"['bintag', 'keren', 'mumudah', 'kita', 'mantap', 'pokok']","['bintag', 'keren', 'mumudah', 'mantap', 'pokok']",bintag keren mumudah mantap pokok,8,positive
kenapa waktu aku top Up in danaku tidak masuk masuk kembalikan uang ku,kenapa waktu danaku tidak masuk masuk kembalikan uang,kenapa waktu danaku tidak masuk masuk kembalikan uang,"['kenapa', 'waktu', 'danaku', 'tidak', 'masuk', 'masuk', 'kembalikan', 'uang']","['danaku', 'masuk', 'masuk', 'kembalikan', 'uang']",dana masuk masuk kembali uang,-2,negative
puas....,puas,puas,['puas'],['puas'],puas,3,positive
baru.... jadi semoga ini mudah dan memudahkan,baru jadi semoga mudah memudahkan,baru jadi semoga mudah memudahkan,"['baru', 'jadi', 'semoga', 'mudah', 'memudahkan']","['semoga', 'mudah', 'memudahkan']",moga mudah mudah,9,positive
"jelek bnget 2 hari ini mau tf aja susah bnget, loading mulu, padahal signal lancar, apk lain lancar.",jelek bnget hari susah bnget loading mulu padahal signal lancar lain lancar,jelek banget hari susah banget loading mulu padahal signal lancar lain lancar,"['jelek', 'banget', 'hari', 'susah', 'banget', 'loading', 'mulu', 'padahal', 'signal', 'lancar', 'lain', 'lancar']","['jelek', 'banget', 'susah', 'banget', 'loading', 'mulu', 'signal', 'lancar', 'lancar']",jelek banget susah banget loading mulu signal lancar lancar,4,positive
murah topup,murah topup,murah topup,"['murah', 'topup']","['murah', 'topup']",murah topup,3,positive
bagus sekali bisa menjaga,bagus sekali bisa menjaga,bagus sekali bisa menjaga,"['bagus', 'sekali', 'bisa', 'menjaga']","['bagus', 'menjaga']",bagus jaga,4,positive
sangat mudah prosesnya,sangat mudah prosesnya,sangat mudah prosesnya,"['sangat', 'mudah', 'prosesnya']","['mudah', 'prosesnya']",mudah proses,5,positive
sangat puas bersama gopay,sangat puas bersama gopay,sangat puas bersama gopay,"['sangat', 'puas', 'bersama', 'gopay']","['puas', 'gopay']",puas gopay,3,positive
kereeeen,kereeeen,keren,['keren'],['keren'],keren,0,neutral
lumayan lah...,lumayan,lumayan,['lumayan'],['lumayan'],lumayan,1,positive
"bintang 3 aja dulu apk nya bagus tapi setiap mau transaksi selalu muncul ""gak bisa lanjutin transaksi ini, kami mendeteksi akitivitas yang tidak wajar"" tolong di benerin dong",bintang dulu bagus tapi setiap transaksi selalu muncul bisa lanjutin transaksi kami mendeteksi akitivitas yang tidak wajar tolong benerin dong,bintang dulu bagus tapi setiap transaksi selalu muncul bisa lanjutkan transaksi kami mendeteksi akitivitas yang tidak wajar tolong benerin dong,"['bintang', 'dulu', 'bagus', 'tapi', 'setiap', 'transaksi', 'selalu', 'muncul', 'bisa', 'lanjutkan', 'transaksi', 'kami', 'mendeteksi', 'akitivitas', 'yang', 'tidak', 'wajar', 'tolong', 'benerin', 'dong']","['bintang', 'bagus', 'transaksi', 'muncul', 'lanjutkan', 'transaksi', 'mendeteksi', 'akitivitas', 'wajar', 'tolong', 'benerin']",bintang bagus transaksi muncul lanjut transaksi deteksi akitivitas wajar tolong benerin,19,positive
koin banyak,koin banyak,koin banyak,"['koin', 'banyak']",['koin'],koin,0,neutral
gopay later saya di blokir tanpa alasan yang jelas,gopay later saya blokir tanpa alasan yang jelas,gopay later saya blokir tanpa alasan yang jelas,"['gopay', 'later', 'saya', 'blokir', 'tanpa', 'alasan', 'yang', 'jelas']","['gopay', 'later', 'blokir', 'alasan']",gopay later blokir alas,-3,negative
"mudah,..aman, asik😱😂☕",mudahaman asik,mudahaman asik,"['mudahaman', 'asik']","['mudahaman', 'asik']",mudahaman asik,4,positive
sangan puas,sangan puas,sangan puas,"['sangan', 'puas']","['sangan', 'puas']",sangan puas,3,positive
banyak bantu ku,banyak bantu,banyak bantu,"['banyak', 'bantu']",['bantu'],bantu,3,positive
sangat membantu..terimakasih my gopay..,sangat membantuterimakasih gopay,sangat membantuterimakasih gopay,"['sangat', 'membantuterimakasih', 'gopay']","['membantuterimakasih', 'gopay']",membantuterimakasih gopay,0,neutral
sngt bgus,sngt bgus,sangat bagus,"['sangat', 'bagus']",['bagus'],bagus,2,positive
gopay asuu,gopay asuu,gopay asuu,"['gopay', 'asuu']","['gopay', 'asuu']",gopay asuu,0,neutral
Bagus sekali APL ini,bagus sekali,bagus sekali,"['bagus', 'sekali']",['bagus'],bagus,2,positive
oke banget,banget,banget,['banget'],['banget'],banget,1,positive
sangat bagus transaksi bagus nga ribet semuanya serba mudah,sangat bagus transaksi bagus ribet semuanya serba mudah,sangat bagus transaksi bagus ribet semuanya serba mudah,"['sangat', 'bagus', 'transaksi', 'bagus', 'ribet', 'semuanya', 'serba', 'mudah']","['bagus', 'transaksi', 'bagus', 'ribet', 'serba', 'mudah']",bagus transaksi bagus ribet serba mudah,8,positive
"mantap ,sangat membantu",mantap sangat membantu,mantap sangat membantu,"['mantap', 'sangat', 'membantu']","['mantap', 'membantu']",mantap bantu,8,positive
awesome,awesome,awesome,['awesome'],['awesome'],awesome,0,neutral
"aku udah make apk ini dari lama, jdi udh pasti bagus, transaksi lancar, gak eror, jos deh",udah make dari lama pasti bagus transaksi lancar eror,sudah memakai dari lama pasti bagus transaksi lancar eror,"['sudah', 'memakai', 'dari', 'lama', 'pasti', 'bagus', 'transaksi', 'lancar', 'eror']","['memakai', 'bagus', 'transaksi', 'lancar', 'eror']",pakai bagus transaksi lancar eror,6,positive
beli data 1 giga 1 rupiah saja👍,beli data giga rupiah saja,beli data giga rupiah saja,"['beli', 'data', 'giga', 'rupiah', 'saja']","['beli', 'data', 'giga', 'rupiah']",beli data giga rupiah,-1,negative
kopay tidak berguna,kopay tidak berguna,kopay tidak berguna,"['kopay', 'tidak', 'berguna']","['kopay', 'berguna']",kopay guna,1,positive
KOCAK GANGGU IKLAN LU,kocak ganggu iklan,kocak ganggu iklan,"['kocak', 'ganggu', 'iklan']","['kocak', 'ganggu', 'iklan']",kocak ganggu iklan,-6,negative
aplikasi dompet digital terpraktis,aplikasi dompet digital terpraktis,aplikasi dompet digital terpraktis,"['aplikasi', 'dompet', 'digital', 'terpraktis']","['aplikasi', 'dompet', 'digital', 'terpraktis']",aplikasi dompet digital praktis,0,neutral
Apk keren...,keren,keren,['keren'],['keren'],keren,0,neutral
"sejauh ini, trusted banget",sejauh trusted banget,sejauh trusted banget,"['sejauh', 'trusted', 'banget']","['trusted', 'banget']",trusted banget,1,positive
pelayanan nya siiip,pelayanan siiip,pelayanan siiip,"['pelayanan', 'siiip']","['pelayanan', 'siiip']",layan siiip,2,positive
"puas dgn apk gopay ,tapi hanya 1 yg kurang puas ,saat urusan finensial ,sya belum dpt payleter dan pinjaman nya sekian",puas gopay tapi hanya kurang puas saat urusan finensial belum payleter pinjaman sekian,puas gopay tapi hanya kurang puas saat urusan finensial belum payleter pinjaman sekian,"['puas', 'gopay', 'tapi', 'hanya', 'kurang', 'puas', 'saat', 'urusan', 'finensial', 'belum', 'payleter', 'pinjaman', 'sekian']","['puas', 'gopay', 'puas', 'urusan', 'finensial', 'payleter', 'pinjaman', 'sekian']",puas gopay puas urus finensial payleter pinjam sekian,6,positive
mudah di gunakan,mudah gunakan,mudah gunakan,"['mudah', 'gunakan']",['mudah'],mudah,4,positive
sangat bagus dan terjangkau,sangat bagus terjangkau,sangat bagus terjangkau,"['sangat', 'bagus', 'terjangkau']","['bagus', 'terjangkau']",bagus jangkau,2,positive
aneh saya tidak bisa download aplikasi gopay,aneh saya tidak bisa download aplikasi gopay,aneh saya tidak bisa download aplikasi gopay,"['aneh', 'saya', 'tidak', 'bisa', 'download', 'aplikasi', 'gopay']","['aneh', 'download', 'aplikasi', 'gopay']",aneh download aplikasi gopay,0,neutral
suka dngan gopay lbih murah,suka dngan gopay lbih murah,suka dengan gopay lebih murah,"['suka', 'dengan', 'gopay', 'lebih', 'murah']","['suka', 'gopay', 'murah']",suka gopay murah,6,positive
"jelek, asal saya mau Qris selalu keluar sendiri",jelek asal saya qris selalu keluar sendiri,jelek asal saya qris selalu keluar sendiri,"['jelek', 'asal', 'saya', 'qris', 'selalu', 'keluar', 'sendiri']","['jelek', 'qris']",jelek qris,-5,negative
bagus dan mudah simpel juga tapi knp selalu tidak bisa pakai pasti ada gangguan,bagus mudah simpel juga tapi selalu tidak bisa pakai pasti gangguan,bagus mudah simpel juga tapi selalu tidak bisa pakai pasti gangguan,"['bagus', 'mudah', 'simpel', 'juga', 'tapi', 'selalu', 'tidak', 'bisa', 'pakai', 'pasti', 'gangguan']","['bagus', 'mudah', 'simpel', 'pakai', 'gangguan']",bagus mudah simpel pakai ganggu,5,positive
muantap,muantap,muantap,['muantap'],['muantap'],muantap,0,neutral
"akun Saya sudah gopay plus sudah versi terbaru, tetep gak bisa transfer katanya gak ada masalah tapi kenapa tetap gak bisa??????",akun saya sudah gopay plus sudah versi terbaru tetep bisa transfer katanya masalah tapi kenapa tetap bisa,akun saya sudah gopay plus sudah versi terbaru tetap bisa transfer katanya masalah tapi kenapa tetap bisa,"['akun', 'saya', 'sudah', 'gopay', 'plus', 'sudah', 'versi', 'terbaru', 'tetap', 'bisa', 'transfer', 'katanya', 'masalah', 'tapi', 'kenapa', 'tetap', 'bisa']","['akun', 'gopay', 'plus', 'versi', 'terbaru', 'transfer']",akun gopay plus versi baru transfer,2,positive
sangat puas sekali,sangat puas sekali,sangat puas sekali,"['sangat', 'puas', 'sekali']",['puas'],puas,3,positive
mudah bagi pemula sepertiku,mudah bagi pemula sepertiku,mudah bagi pemula sepertiku,"['mudah', 'bagi', 'pemula', 'sepertiku']","['mudah', 'pemula', 'sepertiku']",mudah mula seperti,0,neutral
go pay Oke bangett,bangett,banget,['banget'],['banget'],banget,1,positive
mudah pengunaannya dan bisa untuk pembiayaan lainnya dg mudah,mudah pengunaannya bisa untuk pembiayaan lainnya mudah,mudah pengunaannya bisa untuk pembiayaan lainnya mudah,"['mudah', 'pengunaannya', 'bisa', 'untuk', 'pembiayaan', 'lainnya', 'mudah']","['mudah', 'pengunaannya', 'pembiayaan', 'mudah']",mudah pengunaannya biaya mudah,8,positive
ternyata aplikasinya gak ribet bagus,ternyata aplikasinya ribet bagus,ternyata aplikasinya ribet bagus,"['ternyata', 'aplikasinya', 'ribet', 'bagus']","['aplikasinya', 'ribet', 'bagus']",aplikasi ribet bagus,-6,negative
Sangat simple. Mempermudah transaksi hanya sekali ketukan. Banyak games dan fitur menarik lainnya. Banyak hadiah. Sangat memuaskan. Kuy pakai GoPay sekarang.,sangat simple mempermudah transaksi hanya sekali ketukan banyak games fitur menarik lainnya banyak hadiah sangat memuaskan pakai gopay sekarang,sangat simple mempermudah transaksi hanya sekali ketukan banyak games fitur menarik lainnya banyak hadiah sangat memuaskan pakai gopay sekarang,"['sangat', 'simple', 'mempermudah', 'transaksi', 'hanya', 'sekali', 'ketukan', 'banyak', 'games', 'fitur', 'menarik', 'lainnya', 'banyak', 'hadiah', 'sangat', 'memuaskan', 'pakai', 'gopay', 'sekarang']","['simple', 'mempermudah', 'transaksi', 'ketukan', 'games', 'fitur', 'menarik', 'hadiah', 'memuaskan', 'pakai', 'gopay']",simple mudah transaksi ketu games fitur tarik hadiah muas pakai gopay,22,positive
Tidak ada yang sempurna di dunia ini...,tidak yang sempurna dunia,tidak yang sempurna dunia,"['tidak', 'yang', 'sempurna', 'dunia']","['sempurna', 'dunia']",sempurna dunia,4,positive
gopay sih menurut ku yg terbaik semua-muanya murah mulai dari admin token murah yg 20.000 cukup bayar 15.000 best sih menurut ku no neko neko,gopay menurut terbaik semuamuanya murah mulai dari admin token murah  cukup bayar  best menurut neko neko,gopay menurut terbaik semuamuanya murah mulai dari admin token murah cukup bayar best menurut neko neko,"['gopay', 'menurut', 'terbaik', 'semuamuanya', 'murah', 'mulai', 'dari', 'admin', 'token', 'murah', 'cukup', 'bayar', 'best', 'menurut', 'neko', 'neko']","['gopay', 'terbaik', 'semuamuanya', 'murah', 'admin', 'token', 'murah', 'bayar', 'best', 'neko', 'neko']",gopay baik semuamuanya murah admin token murah bayar best neko neko,10,positive
apk sangat berguna..sya kasih bintang full,sangat bergunasya kasih bintang full,sangat bergunasya kasih bintang full,"['sangat', 'bergunasya', 'kasih', 'bintang', 'full']","['bergunasya', 'kasih', 'bintang', 'full']",bergunasya kasih bintang full,2,positive
sangat membantu dalam transaksi apapun itu,sangat membantu dalam transaksi apapun,sangat membantu dalam transaksi apapun,"['sangat', 'membantu', 'dalam', 'transaksi', 'apapun']","['membantu', 'transaksi', 'apapun']",bantu transaksi apa,4,positive
"mantab banget aplikasi ini banyak bonus, terpercaya, sangat membantu pokoknyaa",mantab banget aplikasi banyak bonus terpercaya sangat membantu pokoknyaa,mantab banget aplikasi banyak bonus terpercaya sangat membantu pokoknyaa,"['mantab', 'banget', 'aplikasi', 'banyak', 'bonus', 'terpercaya', 'sangat', 'membantu', 'pokoknyaa']","['mantab', 'banget', 'aplikasi', 'bonus', 'terpercaya', 'membantu', 'pokoknyaa']",mantab banget aplikasi bonus percaya bantu pokoknyaa,6,positive
worth every penny,worth every penny,worth every penny,"['worth', 'every', 'penny']","['worth', 'every', 'penny']",worth every penny,0,neutral
aplikasi yang sangat membantu dan bagus,aplikasi yang sangat membantu bagus,aplikasi yang sangat membantu bagus,"['aplikasi', 'yang', 'sangat', 'membantu', 'bagus']","['aplikasi', 'membantu', 'bagus']",aplikasi bantu bagus,1,positive
sagat bagus,sagat bagus,sagat bagus,"['sagat', 'bagus']","['sagat', 'bagus']",sagat bagus,2,positive
susah apgret ke Gopay plus,susah apgret gopay plus,susah apgret gopay plus,"['susah', 'apgret', 'gopay', 'plus']","['susah', 'apgret', 'gopay', 'plus']",susah apgret gopay plus,-1,negative
ktanya walaupun ga pake KTP bisa QRIS tapi kakak sy coba ga bisa tuh pas sy coba juga di akun sy tetep aja g bisa haduhh,ktanya walaupun pake bisa qris tapi kakak coba bisa coba juga akun tetep bisa haduhh,katanya walaupun pakai bisa qris tapi kakak coba bisa coba juga akun tetap bisa haduhh,"['katanya', 'walaupun', 'pakai', 'bisa', 'qris', 'tapi', 'kakak', 'coba', 'bisa', 'coba', 'juga', 'akun', 'tetap', 'bisa', 'haduhh']","['pakai', 'qris', 'kakak', 'coba', 'coba', 'akun', 'haduhh']",pakai qris kakak coba coba akun haduhh,4,positive
keren abis,keren abis,keren habis,"['keren', 'habis']","['keren', 'habis']",keren habis,3,positive
"Mantap, lbh tingkat kn lagi keamanan biar ga ada uang hilang bgt saja",mantap tingkat lagi keamanan biar uang hilang saja,mantap tingkat lagi keamanan biar uang hilang saja,"['mantap', 'tingkat', 'lagi', 'keamanan', 'biar', 'uang', 'hilang', 'saja']","['mantap', 'tingkat', 'keamanan', 'biar', 'uang', 'hilang']",mantap tingkat aman biar uang hilang,10,positive
bagus polllllllll,bagus polllllllll,bagus polllllllll,"['bagus', 'polllllllll']","['bagus', 'polllllllll']",bagus polllllllll,2,positive
heii gopay perbaiki eror gopay coin tidak masuk ke akun mohon di dengar ini hal yg umum bagi pengguna gopay pet tolong di perbaiki🤗,heii gopay perbaiki eror gopay coin tidak masuk akun mohon dengar umum bagi pengguna gopay tolong perbaiki,hai gopay perbaiki eror gopay coin tidak masuk akun mohon dengar umum bagi pengguna gopay tolong perbaiki,"['hai', 'gopay', 'perbaiki', 'eror', 'gopay', 'coin', 'tidak', 'masuk', 'akun', 'mohon', 'dengar', 'umum', 'bagi', 'pengguna', 'gopay', 'tolong', 'perbaiki']","['hai', 'gopay', 'perbaiki', 'eror', 'gopay', 'coin', 'masuk', 'akun', 'mohon', 'dengar', 'pengguna', 'gopay', 'tolong', 'perbaiki']",hai gopay baik eror gopay coin masuk akun mohon dengar guna gopay tolong baik,10,positive
"Yth. Tim Customer ServiceGoPay, Perkenalkan, saya Christian Limardi. Saya sebelumnya pernah mendaftar GoPay Plus menggunakan NIK KTP saya pada akun lama yang kini sudah dihapus permanen. Saat ini saya menggunakan akun GoPay baru, namun tidak dapat upgrade karena NIK tercatat sudah terpakai. Mohon bantuan reset atau pemindahan data verifikasi (KYC) agar NIK saya dapat digunakan kembali. Saya siap melengkapi data pendukung. Terima kasih. Hormat saya, Christian Limardi",customer servicegopay perkenalkan saya christian limardi saya sebelumnya pernah mendaftar gopay plus menggunakan saya pada akun lama yang kini sudah dihapus permanen saat saya menggunakan akun gopay baru namun tidak dapat upgrade karena tercatat sudah terpakai mohon bantuan reset atau pemindahan data verifikasi agar saya dapat digunakan kembali saya siap melengkapi data pendukung terima kasih hormat saya christian limardi,customer servicegopay perkenalkan saya christian limardi saya sebelumnya pernah mendaftar gopay plus menggunakan saya pada akun lama yang kini sudah dihapus permanen saat saya menggunakan akun gopay baru namun tidak dapat upgrade karena tercatat sudah terpakai mohon bantuan reset atau pemindahan data verifikasi agar saya dapat digunakan kembali saya siap melengkapi data pendukung terima kasih hormat saya christian limardi,"['customer', 'servicegopay', 'perkenalkan', 'saya', 'christian', 'limardi', 'saya', 'sebelumnya', 'pernah', 'mendaftar', 'gopay', 'plus', 'menggunakan', 'saya', 'pada', 'akun', 'lama', 'yang', 'kini', 'sudah', 'dihapus', 'permanen', 'saat', 'saya', 'menggunakan', 'akun', 'gopay', 'baru', 'namun', 'tidak', 'dapat', 'upgrade', 'karena', 'tercatat', 'sudah', 'terpakai', 'mohon', 'bantuan', 'reset', 'atau', 'pemindahan', 'data', 'verifikasi', 'agar', 'saya', 'dapat', 'digunakan', 'kembali', 'saya', 'siap', 'melengkapi', 'data', 'pendukung', 'terima', 'kasih', 'hormat', 'saya', 'christian', 'limardi']","['customer', 'servicegopay', 'perkenalkan', 'christian', 'limardi', 'mendaftar', 'gopay', 'plus', 'akun', 'dihapus', 'permanen', 'akun', 'gopay', 'upgrade', 'tercatat', 'terpakai', 'mohon', 'bantuan', 'reset', 'pemindahan', 'data', 'verifikasi', 'melengkapi', 'data', 'pendukung', 'terima', 'kasih', 'hormat', 'christian', 'limardi']",customer servicegopay kenal christian limardi daftar gopay plus akun hapus permanen akun gopay upgrade catat pakai mohon bantu reset pindah data verifikasi lengkap data dukung terima kasih hormat christian limardi,16,positive
kenapa banding saya di tolak?,kenapa banding saya tolak,kenapa banding saya tolak,"['kenapa', 'banding', 'saya', 'tolak']","['banding', 'tolak']",banding tolak,-1,negative
keren aplikasi ringan buat hp android os 6.0,keren aplikasi ringan buat android,keren aplikasi ringan buat android,"['keren', 'aplikasi', 'ringan', 'buat', 'android']","['keren', 'aplikasi', 'ringan', 'android']",keren aplikasi ringan android,-2,negative
semoga yg di harapkan transaksi maupun transfer lano,semoga harapkan transaksi maupun transfer lano,semoga harapkan transaksi maupun transfer lano,"['semoga', 'harapkan', 'transaksi', 'maupun', 'transfer', 'lano']","['semoga', 'harapkan', 'transaksi', 'transfer', 'lano']",moga harap transaksi transfer lano,8,positive
sering ada promo murah,sering promo murah,sering promo murah,"['sering', 'promo', 'murah']","['promo', 'murah']",promo murah,6,positive
alhamdulillah dah bisa,alhamdulillah bisa,alhamdulillah bisa,"['alhamdulillah', 'bisa']",['alhamdulillah'],alhamdulillah,5,positive
terdepan merdeka,terdepan merdeka,terdepan merdeka,"['terdepan', 'merdeka']","['terdepan', 'merdeka']",depan merdeka,0,neutral
mau bayar Spotify tp ga bisa katanya ada gangguan sampe kapan ya??,bayar spotify bisa katanya gangguan sampe kapan,bayar spotify bisa katanya gangguan sampai kapan,"['bayar', 'spotify', 'bisa', 'katanya', 'gangguan', 'sampai', 'kapan']","['bayar', 'spotify', 'gangguan']",bayar spotify ganggu,-3,negative
Mudah di kontrol dan aman sentosa,mudah kontrol aman sentosa,mudah kontrol aman sentosa,"['mudah', 'kontrol', 'aman', 'sentosa']","['mudah', 'kontrol', 'aman', 'sentosa']",mudah kontrol aman sentosa,9,positive
"Untuk yang baru download harap hati2, ini aplikasi bermasalah cek komen di ig isinya orang komplain masalah transaksi digopay, dan saya isi saldo e-money dari tgl.06 desember 2025 sampai sekarang belum masuk2, laporan cs katanya sudah berhasil, dan akhirnya ketipu sama aplikasi gopay, saat laporan lewat dm ig gopay yg bls AI diputer2. 😂",untuk yang baru download harap hati aplikasi bermasalah komen isinya orang komplain masalah transaksi digopay saya saldo emoney dari tgl desember  sampai sekarang belum masuk laporan katanya sudah berhasil akhirnya ketipu sama aplikasi gopay saat laporan lewat gopay diputer,untuk yang baru download harap hati aplikasi bermasalah komen isinya orang komplain masalah transaksi digopay saya saldo emoney dari tanggal desember sampai sekarang belum masuk laporan katanya sudah berhasil akhirnya tertipu sama aplikasi gopay saat laporan lewat gopay diputer,"['untuk', 'yang', 'baru', 'download', 'harap', 'hati', 'aplikasi', 'bermasalah', 'komen', 'isinya', 'orang', 'komplain', 'masalah', 'transaksi', 'digopay', 'saya', 'saldo', 'emoney', 'dari', 'tanggal', 'desember', 'sampai', 'sekarang', 'belum', 'masuk', 'laporan', 'katanya', 'sudah', 'berhasil', 'akhirnya', 'tertipu', 'sama', 'aplikasi', 'gopay', 'saat', 'laporan', 'lewat', 'gopay', 'diputer']","['download', 'harap', 'hati', 'aplikasi', 'bermasalah', 'komen', 'isinya', 'orang', 'komplain', 'transaksi', 'digopay', 'saldo', 'emoney', 'tanggal', 'desember', 'masuk', 'laporan', 'berhasil', 'tertipu', 'aplikasi', 'gopay', 'laporan', 'gopay', 'diputer']",download harap hati aplikasi masalah komen isi orang komplain transaksi digopay saldo emoney tanggal desember masuk lapor hasil tipu aplikasi gopay lapor gopay puter,1,positive
sangat bagus untuk aplikasi ini dan sangat membatu. 👍👍,sangat bagus untuk aplikasi sangat membatu,sangat bagus untuk aplikasi sangat membatu,"['sangat', 'bagus', 'untuk', 'aplikasi', 'sangat', 'membatu']","['bagus', 'aplikasi', 'membatu']",bagus aplikasi batu,0,neutral
"bagus banget, bisa terbantu dengan Gopay.",bagus banget bisa terbantu dengan gopay,bagus banget bisa terbantu dengan gopay,"['bagus', 'banget', 'bisa', 'terbantu', 'dengan', 'gopay']","['bagus', 'banget', 'terbantu', 'gopay']",bagus banget bantu gopay,6,positive
aplikasiii terbaikk thank youuuuu,aplikasiii terbaikk thank youuuuu,aplikasiii terbaikk thank youuuuu,"['aplikasiii', 'terbaikk', 'thank', 'youuuuu']","['aplikasiii', 'terbaikk', 'thank', 'youuuuu']",aplikasiii terbaikk thank youuuuu,4,positive
Sungguh menarik,sungguh menarik,sungguh menarik,"['sungguh', 'menarik']","['sungguh', 'menarik']",sungguh tarik,6,positive
semoga jaya trus GOPAY,semoga jaya trus gopay,semoga jaya terus gopay,"['semoga', 'jaya', 'terus', 'gopay']","['semoga', 'jaya', 'gopay']",moga jaya gopay,5,positive
sangat mrmbantu,sangat mrmbantu,sangat mrmbantu,"['sangat', 'mrmbantu']",['mrmbantu'],mrmbantu,0,neutral
top up di BCA tetap kena admin 1000.... usahakan donk gimana cara nya kalo customer betul2 free.....makin keren deh....,tetap kena admin  usahakan donk gimana cara kalo customer betul freemakin keren,tetap kena admin usahakan dong bagaimana cara kalau customer betul freemakin keren,"['tetap', 'kena', 'admin', 'usahakan', 'dong', 'bagaimana', 'cara', 'kalau', 'customer', 'betul', 'freemakin', 'keren']","['kena', 'admin', 'usahakan', 'customer', 'freemakin', 'keren']",kena admin usaha customer freemakin keren,-2,negative
sangat membantu dalam proses pembayaran atau transaksi di saat belanja pokoknya gopay keren.👍👍,sangat membantu dalam proses pembayaran atau transaksi saat belanja pokoknya gopay keren,sangat membantu dalam proses pembayaran atau transaksi saat belanja pokoknya gopay keren,"['sangat', 'membantu', 'dalam', 'proses', 'pembayaran', 'atau', 'transaksi', 'saat', 'belanja', 'pokoknya', 'gopay', 'keren']","['membantu', 'proses', 'pembayaran', 'transaksi', 'belanja', 'pokoknya', 'gopay', 'keren']",bantu proses bayar transaksi belanja pokok gopay keren,14,positive
sangat baik aplikasinya,sangat baik aplikasinya,sangat baik aplikasinya,"['sangat', 'baik', 'aplikasinya']",['aplikasinya'],aplikasi,-4,negative
kenapa gopay saya gak ada gopay leter nya ya,kenapa gopay saya gopay leter,kenapa gopay saya gopay leter,"['kenapa', 'gopay', 'saya', 'gopay', 'leter']","['gopay', 'gopay', 'leter']",gopay gopay leter,0,neutral
layanan yang terbaik,layanan yang terbaik,layanan yang terbaik,"['layanan', 'yang', 'terbaik']","['layanan', 'terbaik']",layan baik,5,positive
"gopay fleksibel enak untuk transaksi pembelian pulsa, paket,token PLN pembayaran qris dll",gopay fleksibel enak untuk transaksi pembelian pulsa pakettoken pembayaran qris,gopay fleksibel enak untuk transaksi pembelian pulsa pakettoken pembayaran qris,"['gopay', 'fleksibel', 'enak', 'untuk', 'transaksi', 'pembelian', 'pulsa', 'pakettoken', 'pembayaran', 'qris']","['gopay', 'fleksibel', 'enak', 'transaksi', 'pembelian', 'pulsa', 'pakettoken', 'pembayaran', 'qris']",gopay fleksibel enak transaksi beli pulsa pakettoken bayar qris,9,positive
sedikit ribet,sedikit ribet,sedikit ribet,"['sedikit', 'ribet']",['ribet'],ribet,-4,negative
aplikasi yang sangat membantu untuk melakukan pembayaran transaksi transfer dan qris sukses selalu gopay dan buat aku,aplikasi yang sangat membantu untuk melakukan pembayaran transaksi transfer qris sukses selalu gopay buat,aplikasi yang sangat membantu untuk melakukan pembayaran transaksi transfer qris sukses selalu gopay buat,"['aplikasi', 'yang', 'sangat', 'membantu', 'untuk', 'melakukan', 'pembayaran', 'transaksi', 'transfer', 'qris', 'sukses', 'selalu', 'gopay', 'buat']","['aplikasi', 'membantu', 'pembayaran', 'transaksi', 'transfer', 'qris', 'sukses', 'gopay']",aplikasi bantu bayar transaksi transfer qris sukses gopay,7,positive
"sangat berguna banget bagi saya yang suka bepergian jauh, dengan aplikasi gopay gampang banget belanja lewat qris",sangat berguna banget bagi saya yang suka bepergian jauh dengan aplikasi gopay gampang banget belanja lewat qris,sangat berguna banget bagi saya yang suka bepergian jauh dengan aplikasi gopay gampang banget belanja lewat qris,"['sangat', 'berguna', 'banget', 'bagi', 'saya', 'yang', 'suka', 'bepergian', 'jauh', 'dengan', 'aplikasi', 'gopay', 'gampang', 'banget', 'belanja', 'lewat', 'qris']","['berguna', 'banget', 'suka', 'bepergian', 'aplikasi', 'gopay', 'gampang', 'banget', 'belanja', 'qris']",guna banget suka pergi aplikasi gopay gampang banget belanja qris,9,positive
sukabanget,sukabanget,sukabanget,['sukabanget'],['sukabanget'],sukabanget,0,neutral
"apk penipu, duit hilang",penipu duit hilang,penipu duit hilang,"['penipu', 'duit', 'hilang']","['penipu', 'duit', 'hilang']",tipu duit hilang,3,positive
saya tidak bisa gopay pinjam sangat disayangkan,saya tidak bisa gopay pinjam sangat disayangkan,saya tidak bisa gopay pinjam sangat disayangkan,"['saya', 'tidak', 'bisa', 'gopay', 'pinjam', 'sangat', 'disayangkan']","['gopay', 'pinjam', 'disayangkan']",gopay pinjam sayang,3,positive
